404.561000,1049.250393,472.156905,393.325855,391.459107,399.190555,382.536047,326.410039,338.295762,327.889397,676.829919,357.422805,340.876495,362.257402,359.660368,415.450474,362.257402,365.421073,321.443240,327.050583,376.435116,342.675261,328.633213,386.256464,327.050583,337.482814,353.189170,363.542965,376.064289,334.198200,363.231004,355.588288,351.518650,405.174845,368.356420,331.210249,382.125503,317.636299,398.961120,371.021858,353.929092,332.064817,370.586794,353.633309,334.511169,371.855287,395.238945,391.046781,325.446860,408.721230
16.672800,312.392617,140.116013,21.253733,17.684175,278.147331,112.154792,50.018400,18.640757,21.253733,434.073554,55.610724,89.203375,31.744065,51.557787,29.473625,145.170693,69.372674,17.185929,85.014933,160.137015,15.028659,76.857810,20.841000,20.841000,47.524792,38.428905,103.199784,110.043638,46.601893,37.513800,70.981888,71.954288,47.524792,72.794484,53.052525,43.517286,44.308574,35.856212,41.682000,33.605103,25.354171,113.387299,51.557787,171.099406,116.112616,39.322720,100.901438,17.185929,48.787530
28.844800,77.163210,25.239200,85.476298,111.831740,187.387163,101.021165,37.643569,53.236046,48.508387,519.819491,101.790373,58.138553,54.204053,39.000527,81.346044,101.021165,18.028000,39.000527,48.104704,29.732539,122.005747,23.087105,86.834347,67.068037,43.864017,52.498328,61.401155,86.684503,49.041462,35.693619,21.633600,59.465079,26.000351,57.009542,46.174210,85.476298,67.068037,132.232646,35.511042,16.124733,3.605600,50.478400,62.033088,99.464905,76.060215,50.990884,82.220330,66.288149,34.205725
124.507800,171.553997,220.697769,224.873728,196.958611,175.248368,212.537520,380.265786,202.127189,209.603222,247.237277,147.510750,208.139716,205.530879,208.292911,185.848574,208.139716,191.206350,173.342029,207.999189,200.701881,200.184693,153.290039,189.376449,204.116317,132.552686,194.609822,192.757072,170.684105,192.494883,139.356630,210.312198,183.429992,186.120126,177.778292,182.631235,205.362682,233.286255,163.769636,191.914036,147.312398,159.160118,200.860748,147.059563,182.427357,214.442496,195.984500,169.590465,131.748110,181.726609
114.156000,385.339929,235.120141,167.660326,458.079947,146.416440,246.623266,224.303270,69.729962,169.252073,245.151093,44.844712,119.361465,87.699157,91.587693,88.333838,55.126376,48.805480,92.292504,60.867049,71.533212,48.667935,40.828122,67.183971,67.283675,70.399692,42.332817,75.691828,75.069328,69.118425,61.451620,122.775908,44.944256,70.049680,34.992926,114.156000,69.344356,34.087226,97.450585,103.607569,138.204518,69.794023,69.247619,89.689424,92.654958,69.537426,78.928958,93.590770,25.804659,53.018850
197.011500,987.416003,331.525584,234.027940,210.826288,209.786096,155.272721,318.765035,144.111898,189.483856,174.771287,185.351780,159.362247,204.623107,171.540920,170.445111,136.824531,193.265225,144.310315,189.098631,166.322862,165.069469,172.088889,179.111500,191.306697,228.152393,193.527726,184.227896,180.154603,129.183721,186.557971,172.859536,188.041331,148.943517,145.476105,177.885952,170.748105,203.714400,178.036367,209.032363,179.374131,183.525117,173.918907,174.215860,164.677579,160.786517,180.875582,189.659142,136.750303,173.456561
139.179000,364.151281,96.063901,180.352010,163.518802,105.112918,24.561000,85.787885,114.910021,29.518648,60.936804,36.171348,45.288246,44.240112,45.876430,81.574736,34.424364,79.964823,107.832456,29.473200,54.724446,66.672547,34.540991,58.969137,11.807459,9.262533,109.228204,77.027445,32.169806,44.088344,87.581769,53.032552,27.883917,63.585114,71.989758,72.712360,98.923897,60.782617,18.669232,39.569559,41.065783,39.839661,64.339611,77.027445,14.645351,42.477830,94.757231,94.516424,54.429698,63.774575
76.408200,1036.312159,294.401489,167.067961,213.641225,149.116274,171.327866,161.808105,213.472472,94.252076,113.902619,121.555437,116.792621,54.361244,125.995611,171.748045,165.768644,133.224954,106.122500,164.842098,88.330647,110.693449,217.527829,140.531195,146.372129,137.746841,102.054318,160.016403,127.205425,159.339320,170.642868,102.054318,96.238539,72.163300,129.312781,246.240791,202.201658,115.940956,81.652282,153.052046,131.660348,150.199895,203.799413,69.621537,110.449003,79.301276,118.932978,152.166492,150.199895,203.135209
12.936300,245.145824,113.187491,69.530523,123.555022,83.725837,68.180287,123.479752,174.413651,25.143648,116.506526,69.128222,17.779244,85.592741,84.719323,158.142997,70.723698,64.825077,75.430943,100.574591,51.745200,61.286456,49.165505,107.110342,64.825077,92.282970,96.421487,57.852892,68.993600,106.762580,129.721844,62.189991,82.832736,64.825077,70.195902,82.382555,47.628701,169.548350,43.336069,46.442738,36.842599,116.745678,21.987482,64.103975,100.296888,60.060603,47.628701,99.552559,144.953280,59.905608
65.247700,79.124459,74.522422,90.338145,89.024066,151.835546,58.080992,42.393200,163.963704,43.761073,352.854800,54.278931,51.206641,121.976726,84.176105,73.827328,75.990503,90.582413,37.995252,46.216844,155.857108,93.463843,73.326798,32.567358,96.029231,42.219100,69.192332,93.699962,49.151662,27.139465,56.668867,88.359698,97.097103,75.699165,73.827328,49.151662,83.030798,7.676200,126.889699,34.755474,62.949520,63.878715,65.697689,41.515399,70.038753,39.141094,81.418396,69.192332,70.038753,40.070940
