ID,1,2,3,4,5,6,7,8,Final sobre 5
201313006,0,0,0,1,1,0,0,1,"1,875"
201125674,0,0,0,1,0,0,0,1,"1,25"
201313816,0,0,0,1,0,0,0,1,"1,25"
201620216,0,0,0,1,0,0,0,1,"1,25"
201422249,0,0,0,1,0,0,0,1,"1,25"
201620969,0,0,0,1,0,0,0,1,"1,25"
201523617,0,0,0,1,0,0,0,1,"1,25"
201615332,0,0,0,1,0,0,0,1,"1,25"
201216203,0,0,0,1,0,0,0,1,"1,25"
201015735,1,1,0,1,0,0,0,1,"2,5"
201513563,0,0,0,1,1,0,0,1,"1,875"
201218391,0,0,1,1,0,0,0,1,"1,875"
201418451,0,0,0,1,0,0,0,0,"0,625"
