1,6.095194384521908,112.99313
16,6.186408691141341,110.9023
31,6.227690894206365,107.32149
46,6.213381253216002,102.59249
61,6.151272568835153,97.09862
76,6.057200882567299,91.22188
91,5.9508420862091915,85.31776
106,5.851743794944551,79.72371
121,5.777573127349218,74.7592
136,5.740228541162279,70.73219
151,5.743912734058168,67.9193
166,5.781178977357016,66.5351
181,5.8356315419409,66.68997
196,5.885357528924942,68.36059
211,5.913029689391454,71.40223
226,5.909227356380887,75.57663
241,5.876273803446027,80.6059
256,5.823553331163194,86.1882
271,5.7671272084448075,92.0218
286,5.723906517028809,97.78484
301,5.7116261235872905,103.14066
316,5.741964634524451,107.71987
331,5.818990748325984,111.1496
346,5.93122349301974,113.09198
361,6.055272877216339,113.32679
