7903,7918,10307,483,Gl 67,,,1.696383,42.613369,41.5543,791.35,-180.16,3.1,4.960,4.434,G2V,0.618,8.465575,4.028160,8.624862,-0.00001209,0.00004837,-0.00000604,0.44411192201428445,0.7437435933971476,0.000003836573061076389,-0.000000873440326,,,,1,7903,,1.466898282206286,,,
15293,15330,20766,1006,Gl 136,Zet1Ret,,3.295903,-62.575322,39.1691,1337.83,648.71,12.2,5.530,5.133,G2V,0.641,3.596056,4.201871,-10.658337,-0.00003363,0.00008047,0.00000632,0.8628652913500475,-1.0921454009452638,0.000006485982862576388,0.000003145034827,Zet-1,,Ret,1,15293,,0.7705485366297148,,,
74952,75181,136352,5699,Gl 582,Nu 2Lup,,15.363507,-48.317628,48.3187,-1622.71,-275.10,-69.4,5.650,4.797,G2V,0.639,-6.271902,-7.595081,-11.062220,-0.00005041,0.00012196,0.00003987,4.0221568396993375,-0.8433016900713062,-0.000007867120075743056,-0.000001333722435,Nu-2,,Lup,1,74952,,1.0500258721108844,,,
