ID de alumno,Taller 4 Semana 6
201731392,3.5
201712351,3.5
201717692,3.5
201614153,3.2
201713007,3.2
201614937,2.7
201513205,4.2
201713827,3.5
201714113,3.5
201714129,5
201632011,4.2
201730643,3
