"Date","Rate","High (est)","Low (est)","Yr"
2001-02-02,2242.23,2269.8,2215,2001
2001-02-01,2241.42,2268.3,2214.8,2001
2001-01-31,2241.61,2269.1,2214.5,2001
2001-01-30,2241.82,0,0,2001
2001-01-29,2243.38,2268.6,2218.4,2001
2001-01-26,2251.39,0,0,2001
2001-01-25,2256.92,0,0,2001
2001-01-24,2254.02,0,0,2001
2001-01-23,2242.62,2270.1,2215.5,2001
2001-01-22,2243.96,2271.4,2216.9,2001
2001-01-19,2248.68,2274.1,2223.5,2001
2001-01-18,2241.34,2267.1,2215.9,2001
2001-01-17,2244.41,0,0,2001
2001-01-16,2251.11,0,0,2001
2001-01-15,2250.78,2276.1,2225.8,2001
2001-01-12,2246.34,2271.8,2221.2,2001
2001-01-11,2233.96,2260.2,2208,2001
2001-01-10,2236.57,0,0,2001
2001-01-09,2244.92,2270.7,2219.5,2001
2001-01-08,2244.83,2272.4,2217.6,2001
2001-01-05,2240.51,0,0,2001
2001-01-04,2223.12,0,0,2001
2001-01-03,2222.52,2249.4,2195.9,2001
2001-01-02,2232.76,0,0,2001
2001-01-01,2232.76,0,0,2001
2000-12-29,2232.76,2259,2206.8,2000
2000-12-28,2217.53,0,0,2000
2000-12-27,2199.43,2223.7,2175.4,2000
2000-12-26,2192.88,0,0,2000
2000-12-25,2192.88,0,0,2000
2000-12-22,2189.15,2214.3,2164.3,2000
2000-12-21,2187.31,2214.4,2160.5,2000
2000-12-20,2188.85,0,0,2000
2000-12-19,2183.11,2208.8,2157.7,2000
2000-12-18,2179.02,2205.6,2152.7,2000
2000-12-15,2184.52,2211.1,2158.3,2000
2000-12-14,2187.79,0,0,2000
2000-12-13,2184.88,0,0,2000
2000-12-12,2177.77,0,0,2000
2000-12-11,2176.62,0,0,2000
2000-12-08,2176.62,2200.6,2152.9,2000
2000-12-07,2175.76,2199.7,2152,2000
2000-12-06,2179.31,0,0,2000
2000-12-05,2181.78,0,0,2000
2000-12-04,2171.82,2195.8,2148.1,2000
2000-12-01,2168.36,2195,2142,2000
2000-11-30,2173.97,2198.8,2149.4,2000
2000-11-29,2169.79,2194.6,2145.3,2000
2000-11-28,2157.42,0,0,2000
2000-11-27,2143.05,0,0,2000
2000-11-24,2137.62,2162.2,2113.3,2000
2000-11-23,2134.38,2158,2111,2000
2000-11-22,2126.63,2150.9,2102.7,2000
2000-11-21,2123.26,0,0,2000
2000-11-20,2123.4,2146.8,2100.3,2000
2000-11-17,2123.86,2150,2098,2000
2000-11-16,2126.64,2153.2,2100.4,2000
2000-11-15,2125.7,0,0,2000
2000-11-14,2125.02,0,0,2000
2000-11-13,2125.02,0,0,2000
2000-11-10,2122.61,2148.4,2097.1,2000
2000-11-09,2124.61,2150,2099.5,2000
2000-11-08,2131.77,0,0,2000
2000-11-07,2134.28,0,0,2000
2000-11-06,2134.28,0,0,2000
2000-11-03,2136.21,0,0,2000
2000-11-02,2136.19,0,0,2000
2000-11-01,2144.38,0,0,2000
2000-10-31,2158.82,0,0,2000
2000-10-30,2160.26,0,0,2000
2000-10-27,2160.16,0,0,2000
2000-10-26,2163.2,0,0,2000
2000-10-25,2157.95,0,0,2000
2000-10-24,2152.73,0,0,2000
2000-10-23,2152.73,2178.7,2127.1,2000
2000-10-20,2153.94,2180.2,2128,2000
2000-10-19,2164.57,0,0,2000
2000-10-18,2179.81,0,0,2000
2000-10-17,2184.24,2209.5,2159.3,2000
2000-10-16,2183.87,0,0,2000
2000-10-13,2181.38,2205.7,2157.3,2000
2000-10-12,2175.06,2202.2,2148.3,2000
2000-10-11,2180.08,2205.9,2154.6,2000
2000-10-10,2185.16,2212.3,2158.3,2000
2000-10-09,2187.2,2213.1,2161.6,2000
2000-10-06,2195.98,0,0,2000
2000-10-05,2195.98,2223.3,2169,2000
2000-10-04,2209.8,0,0,2000
2000-10-03,2209.8,2236.9,2183,2000
2000-10-02,2213.09,0,0,2000
2000-09-29,2213.09,2239.6,2186.9,2000
2000-09-28,2217.72,0,0,2000
2000-09-27,2222.55,2249,2196.5,2000
2000-09-26,2228.95,2254.1,2204.1,2000
2000-09-25,2231.34,2256.9,2206.1,2000
2000-09-22,2227.81,2254.1,2201.9,2000
2000-09-21,2219.56,2246.1,2193.3,2000
2000-09-20,2212.5,0,0,2000
2000-09-19,2212.69,2240.2,2185.5,2000
2000-09-18,2212.49,0,0,2000
2000-09-15,2210.22,2236.1,2184.6,2000
2000-09-14,2207.77,2232.5,2183.3,2000
2000-09-13,2207.93,2233.7,2182.4,2000
2000-09-12,2204.33,2229.6,2179.3,2000
2000-09-11,2202.69,2228.4,2177.3,2000
2000-09-08,2207.03,0,0,2000
2000-09-07,2212.78,2237.6,2188.2,2000
2000-09-06,2215.85,0,0,2000
2000-09-05,2214.28,2239.4,2189.5,2000
2000-09-04,2214.76,2241.6,2188.3,2000
2000-09-01,2215.37,0,0,2000
2000-08-31,2211.47,2238.8,2184.5,2000
2000-08-30,2208.02,2235.1,2181.3,2000
2000-08-29,2206.36,2233.6,2179.5,2000
2000-08-28,2206.13,0,0,2000
2000-08-25,2204.66,0,0,2000
2000-08-24,2198.92,0,0,2000
2000-08-23,2189.66,0,0,2000
2000-08-22,2185.81,0,0,2000
2000-08-21,2185.81,2210.2,2161.7,2000
2000-08-18,2186.29,0,0,2000
2000-08-17,2187.18,0,0,2000
2000-08-16,2185.64,2212.8,2158.8,2000
2000-08-15,2183.66,2210.2,2157.5,2000
2000-08-14,2182.71,0,0,2000
2000-08-11,2180.92,0,0,2000
2000-08-10,2178.19,2203.9,2152.8,2000
2000-08-09,2177.78,2202.7,2153.1,2000
2000-08-08,2181.52,0,0,2000
2000-08-07,2180.92,2206,2156.1,2000
2000-08-04,2181.32,0,0,2000
2000-08-03,2179.89,0,0,2000
2000-08-02,2178.24,2202.7,2154,2000
2000-08-01,2176.51,2201.7,2151.6,2000
2000-07-31,2179.08,2204.1,2154.3,2000
2000-07-28,2175.87,2201.6,2150.4,2000
2000-07-27,2168.14,0,0,2000
2000-07-26,2155.35,0,0,2000
2000-07-25,2146.78,2172.2,2121.6,2000
2000-07-24,2149.04,2174.8,2123.6,2000
2000-07-21,2153.08,0,0,2000
2000-07-20,2153.08,2178.3,2128.2,2000
2000-07-19,2149.77,2176.2,2123.6,2000
2000-07-18,2147.89,2172.2,2123.8,2000
2000-07-17,2155.99,0,0,2000
2000-07-14,2165.88,2191.3,2140.8,2000
2000-07-13,2173.11,0,0,2000
2000-07-12,2181.8,2208.6,2155.3,2000
2000-07-11,2178.62,2203.1,2154.4,2000
2000-07-10,2173.71,2200,2147.8,2000
2000-07-07,2173.83,2198.9,2149,2000
2000-07-06,2173.21,2198.3,2148.4,2000
2000-07-05,2162.08,2187.9,2136.6,2000
2000-07-04,2159.35,0,0,2000
2000-07-03,2151.7,2177.7,2126,2000
2000-06-30,2141.74,2165.7,2118,2000
2000-06-29,2138.38,2162,2115,2000
2000-06-28,2135.89,2160.9,2111.1,2000
2000-06-27,2129.02,0,0,2000
2000-06-26,2129.02,0,0,2000
2000-06-23,2128.82,2153.2,2104.7,2000
2000-06-22,2131.22,2156,2106.7,2000
2000-06-21,2124.07,2148.3,2100.1,2000
2000-06-20,2113.92,0,0,2000
2000-06-19,2112.94,0,0,2000
2000-06-16,2114.69,0,0,2000
2000-06-15,2112.73,2136.1,2089.6,2000
2000-06-14,2114.25,2137.7,2091.1,2000
2000-06-13,2113.82,2140,2088,2000
2000-06-12,2116.03,0,0,2000
2000-06-09,2128.86,0,0,2000
2000-06-08,2130.02,2154.8,2105.5,2000
2000-06-07,2125.46,0,0,2000
2000-06-06,2117.03,0,0,2000
2000-06-05,2117.03,0,0,2000
2000-06-02,2103.93,0,0,2000
2000-06-01,2098.36,2121.4,2075.5,2000
2000-05-31,2088.9,2114.9,2063.2,2000
2000-05-30,2094.03,0,0,2000
2000-05-29,2112.62,2136.6,2088.9,2000
2000-05-26,2123.82,2147.4,2100.5,2000
2000-05-25,2129.2,2153.1,2105.6,2000
2000-05-24,2109.05,2134,2084.4,2000
2000-05-23,2101.66,0,0,2000
2000-05-22,2084.34,0,0,2000
2000-05-19,2057.78,0,0,2000
2000-05-18,2052.08,2077.1,2027.4,2000
2000-05-17,2043.79,0,0,2000
2000-05-16,2041.59,2065.8,2017.7,2000
2000-05-15,2040.22,2063.6,2017.1,2000
2000-05-12,2034.59,2058.8,2010.7,2000
2000-05-11,2029.87,0,0,2000
2000-05-10,2040.1,2063.6,2016.9,2000
2000-05-09,2047.57,2073,2022.4,2000
2000-05-08,2039.14,2062,2016.6,2000
2000-05-05,2026.34,2051.1,2001.9,2000
2000-05-04,2013.17,2037.4,1989.2,2000
2000-05-03,2007.1,2030.1,1984.4,2000
2000-05-02,2007.5,0,0,2000
2000-05-01,2007.5,2031.3,1983.9,2000
2000-04-28,2004.5,2027.1,1982.1,2000
2000-04-27,1997.67,2020,1975.6,2000
2000-04-26,1988.87,0,0,2000
2000-04-25,1988.53,2011.4,1965.9,2000
2000-04-24,1992.8,2017.4,1968.5,2000
2000-04-21,1996.27,0,0,2000
2000-04-20,1996.27,0,0,2000
2000-04-19,2000.73,0,0,2000
2000-04-18,1998.44,2020.6,1976.5,2000
2000-04-17,1992.11,2014.7,1969.8,2000
2000-04-14,1988.7,2010.8,1966.8,2000
2000-04-13,1990.95,2013.7,1968.4,2000
2000-04-12,1995.71,2020.3,1971.4,2000
2000-04-11,2000.34,2024.6,1976.3,2000
2000-04-10,2001.49,0,0,2000
2000-04-07,1987.62,0,0,2000
2000-04-06,1973.28,1995.4,1951.4,2000
2000-04-05,1965.1,0,0,2000
2000-04-04,1962.18,0,0,2000
2000-04-03,1958.78,1982.1,1935.7,2000
2000-03-31,1953.94,1977.2,1930.9,2000
2000-03-30,1952.22,0,0,2000
2000-03-29,1956.71,0,0,2000
2000-03-28,1957.7,1980.3,1935.3,2000
2000-03-27,1953.89,1978,1930.1,2000
2000-03-24,1954.62,1976.3,1933.2,2000
2000-03-23,1957.05,1980.5,1933.9,2000
2000-03-22,1958.53,1981.2,1936.1,2000
2000-03-21,1953.64,0,0,2000
2000-03-20,1953.64,1975.7,1931.8,2000
2000-03-17,1951.24,1974.8,1928,2000
2000-03-16,1954.73,1977.6,1932.1,2000
2000-03-15,1956.37,1978.5,1934.5,2000
2000-03-14,1957.35,1981.6,1933.4,2000
2000-03-13,1958.98,0,0,2000
2000-03-10,1960.68,1984.1,1937.6,2000
2000-03-09,1962.85,1985.5,1940.5,2000
2000-03-08,1966.94,1990.2,1943.9,2000
2000-03-07,1966.95,1990.7,1943.4,2000
2000-03-06,1962.42,1985.4,1939.7,2000
2000-03-03,1956.37,0,0,2000
2000-03-02,1949.74,1973.2,1926.6,2000
2000-03-01,1947.31,0,0,2000
2000-02-29,1946.82,1969.2,1924.7,2000
2000-02-28,1946.68,1970.2,1923.4,2000
2000-02-25,1946.45,1968.8,1924.3,2000
2000-02-24,1943.8,0,0,2000
2000-02-23,1941.88,1963.3,1920.7,2000
2000-02-22,1942.81,1965.1,1920.8,2000
2000-02-21,1943.69,1966.4,1921.3,2000
2000-02-18,1946.41,0,0,2000
2000-02-17,1946.41,1968.3,1924.7,2000
2000-02-16,1949.24,0,0,2000
2000-02-15,1951.24,0,0,2000
2000-02-14,1949.95,1972.2,1927.9,2000
2000-02-11,1950.64,1973.5,1928,2000
2000-02-10,1951.09,0,0,2000
2000-02-09,1949.77,0,0,2000
2000-02-08,1951.86,1974.2,1929.8,2000
2000-02-07,1951.57,1974,1929.4,2000
2000-02-04,1953.99,1976,1932.2,2000
2000-02-03,1967.86,1991.6,1944.4,2000
2000-02-02,1971.26,0,0,2000
2000-02-01,1972.14,1993.9,1950.6,2000
2000-01-31,1969.9,1993.3,1946.8,2000
2000-01-28,1973.4,1996,1951.1,2000
2000-01-27,1958.34,1981.7,1935.2,2000
2000-01-26,1945.34,1967.7,1923.2,2000
2000-01-25,1940.69,1963.3,1918.3,2000
2000-01-24,1935.7,0,0,2000
2000-01-21,1936.49,0,0,2000
2000-01-20,1939.69,1961.5,1918.1,2000
2000-01-19,1931.36,1952.9,1910,2000
2000-01-18,1923.79,1947.5,1900.4,2000
2000-01-17,1918.55,0,0,2000
2000-01-14,1909.89,0,0,2000
2000-01-13,1905.51,1926.8,1884.4,2000
2000-01-12,1903.53,0,0,2000
2000-01-11,1901.98,0,0,2000
2000-01-10,1905.26,0,0,2000
2000-01-07,1908.11,0,0,2000
2000-01-06,1909.88,0,0,2000
2000-01-05,1900.86,1924.6,1877.4,2000
2000-01-04,1881.13,1904.2,1858.4,2000
2000-01-03,1876.32,1897.1,1855.7,2000
