"Date","Rate","High (est)","Low (est)","Yr"
2003-07-09,2829.25,2860.6,2798.2,2003
2003-07-08,2818.53,0,0,2003
2003-07-07,2816.62,2849.8,2783.8,2003
2003-07-04,2814.8,2846.3,2783.7,2003
2003-07-03,2809.84,0,0,2003
2003-07-02,2809.18,2840.8,2777.9,2003
2003-07-01,2814.89,2847.5,2782.7,2003
2003-06-30,2810.56,0,0,2003
2003-06-27,2808.65,2841.2,2776.5,2003
2003-06-26,2810.95,2846.1,2776.3,2003
2003-06-25,2818.2,0,0,2003
2003-06-24,2822.08,2857,2787.6,2003
2003-06-23,2827.42,2859.3,2795.9,2003
2003-06-20,2831.28,0,0,2003
2003-06-19,2830.96,2863.2,2799.1,2003
2003-06-18,2824.64,0,0,2003
2003-06-17,2818.98,2851.6,2786.7,2003
2003-06-16,2827.52,2861.4,2794,2003
2003-06-13,2829.23,2861.8,2797,2003
2003-06-12,2814.69,0,0,2003
2003-06-11,2816.92,2852,2782.2,2003
2003-06-10,2833.82,0,0,2003
2003-06-09,2833.82,0,0,2003
2003-06-06,2844,0,0,2003
2003-06-05,2849.2,2884.5,2814.3,2003
2003-06-04,2846.39,2881.5,2811.7,2003
2003-06-03,2852.28,2883.8,2821.1,2003
2003-06-02,2864.21,2899,2829.8,2003
2003-05-30,2865.43,0,0,2003
2003-05-29,2865.43,2900.9,2830.4,2003
2003-05-28,2856.03,2887.7,2824.7,2003
2003-05-27,2861.29,0,0,2003
2003-05-26,2889.77,0,0,2003
2003-05-23,2899.38,0,0,2003
2003-05-22,2899.38,2932.3,2866.8,2003
2003-05-21,2871.73,2903.6,2840.2,2003
2003-05-20,2838.89,2873.1,2805.1,2003
2003-05-19,2822.92,0,0,2003
2003-05-16,2836.28,2871.4,2801.6,2003
2003-05-15,2831.73,0,0,2003
2003-05-14,2831.73,0,0,2003
2003-05-13,2844.1,2876.5,2812.1,2003
2003-05-12,2853.14,2888.5,2818.3,2003
2003-05-09,2860.51,2892.1,2829.3,2003
2003-05-08,2864.51,0,0,2003
2003-05-07,2866.47,0,0,2003
2003-05-06,2866.47,0,0,2003
2003-05-05,2876.24,0,0,2003
2003-05-02,2896.01,0,0,2003
2003-05-01,2896.01,0,0,2003
2003-04-30,2896.01,0,0,2003
2003-04-29,2912.19,0,0,2003
2003-04-28,2912.19,0,0,2003
2003-04-25,2911.63,2946.8,2876.9,2003
2003-04-24,2916.11,2949.2,2883.4,2003
2003-04-23,2920.06,2952.8,2887.7,2003
2003-04-22,2916.84,0,0,2003
2003-04-21,2916.84,0,0,2003
2003-04-18,2916.84,0,0,2003
2003-04-17,2916.15,2950.2,2882.4,2003
2003-04-16,2916.34,0,0,2003
2003-04-15,2911.29,0,0,2003
2003-04-14,2911.29,2947.2,2875.8,2003
2003-04-11,2919.57,2952.3,2887.2,2003
2003-04-10,2935.73,0,0,2003
2003-04-09,2941.61,2976.3,2907.3,2003
2003-04-08,2944.38,2977,2912.1,2003
2003-04-07,2947.79,2983.3,2912.7,2003
2003-04-04,2955.35,0,0,2003
2003-04-03,2957.25,0,0,2003
2003-04-02,2957.25,2990.2,2924.7,2003
2003-04-01,2956.74,2991.3,2922.6,2003
2003-03-31,2959.91,0,0,2003
2003-03-28,2959.53,2993.1,2926.3,2003
2003-03-27,2960.09,2996.2,2924.4,2003
2003-03-26,2961.4,2997.5,2925.7,2003
2003-03-25,2957.89,2992.1,2924,2003
2003-03-24,2955.59,0,0,2003
2003-03-21,2955.44,2990.7,2920.6,2003
2003-03-20,2954.99,0,0,2003
2003-03-19,2954.99,2987.8,2922.5,2003
2003-03-18,2957.39,2992.7,2922.5,2003
2003-03-17,2959.55,2995.3,2924.3,2003
2003-03-14,2960.61,2995.1,2926.5,2003
2003-03-13,2963.3,0,0,2003
2003-03-12,2954.32,2990,2919.1,2003
2003-03-11,2945.66,2978.7,2913,2003
2003-03-10,2959.71,2994.8,2925,2003
2003-03-07,2960.86,2995.5,2926.7,2003
2003-03-06,2961.99,2997.1,2927.3,2003
2003-03-05,2963.7,3000.1,2927.8,2003
2003-03-04,2961.45,0,0,2003
2003-03-03,2953.84,0,0,2003
2003-02-28,2946.6,2982.5,2911.1,2003
2003-02-27,2945.33,2979.8,2911.3,2003
2003-02-26,2946.18,0,0,2003
2003-02-25,2938.95,0,0,2003
2003-02-24,2935.46,2971.8,2899.6,2003
2003-02-21,2937.31,2971.3,2903.7,2003
2003-02-20,2934.86,2967.9,2902.1,2003
2003-02-19,2926.19,0,0,2003
2003-02-18,2942.24,0,0,2003
2003-02-17,2959.9,0,0,2003
2003-02-14,2958.59,2994.8,2922.8,2003
2003-02-13,2928.53,0,0,2003
2003-02-12,2912.59,0,0,2003
2003-02-11,2912.59,2945,2880.5,2003
2003-02-10,2955.4,0,0,2003
2003-02-07,2958.33,2991.2,2925.8,2003
2003-02-06,2962.07,2996.5,2928,2003
2003-02-05,2950.17,2983.8,2916.9,2003
2003-02-04,2929.1,0,0,2003
2003-02-03,2936.14,2972.6,2900.1,2003
2003-01-31,2944.82,2978,2912,2003
2003-01-30,2963.82,3000.3,2927.8,2003
2003-01-29,2955.31,0,0,2003
2003-01-28,2927.34,0,0,2003
2003-01-27,2923.24,2956.1,2890.7,2003
2003-01-24,2930.86,0,0,2003
2003-01-23,2934.63,2968.9,2900.7,2003
2003-01-22,2924.07,0,0,2003
2003-01-21,2922.12,2955.1,2889.5,2003
2003-01-20,2926.97,2960.2,2894.1,2003
2003-01-17,2912.51,2947.6,2877.8,2003
2003-01-16,2904.58,2939.1,2870.5,2003
2003-01-15,2902.3,2936.2,2868.8,2003
2003-01-14,2903.44,0,0,2003
2003-01-13,2896.99,2931.7,2862.7,2003
2003-01-10,2896.82,2928.8,2865.1,2003
2003-01-09,2876.57,2910.5,2843,2003
2003-01-08,2841.67,0,0,2003
2003-01-07,2845.37,2877.3,2813.8,2003
2003-01-06,2844.07,2877,2811.5,2003
2003-01-03,2856.47,0,0,2003
2003-01-02,2842.93,0,0,2003
2003-01-01,2842.93,0,0,2003
2002-12-31,2842.93,0,0,2002
2002-12-30,2842.93,0,0,2002
2002-12-27,2812.23,0,0,2002
2002-12-26,2812.23,0,0,2002
2002-12-25,2812.23,0,0,2002
2002-12-24,2812.23,0,0,2002
2002-12-23,2810.85,0,0,2002
2002-12-20,2819.53,2852.3,2787.1,2002
2002-12-19,2814.3,0,0,2002
2002-12-18,2810.61,0,0,2002
2002-12-17,2810.61,2845.1,2776.5,2002
2002-12-16,2794.99,2828.6,2761.8,2002
2002-12-13,2798.09,2831.7,2764.9,2002
2002-12-12,2820.2,0,0,2002
2002-12-11,2807.22,0,0,2002
2002-12-10,2793.22,2828,2758.9,2002
2002-12-09,2791.82,0,0,2002
2002-12-06,2806.69,2838.7,2775.1,2002
2002-12-05,2811.65,0,0,2002
2002-12-04,2814.58,0,0,2002
2002-12-03,2799.26,0,0,2002
2002-12-02,2781.61,2814.8,2748.8,2002
2002-11-29,2753.08,2783.8,2722.7,2002
2002-11-28,2740.85,2772.1,2710,2002
2002-11-27,2734.69,2766.4,2703.3,2002
2002-11-26,2703.4,2736.8,2670.4,2002
2002-11-25,2672.49,2704.6,2640.8,2002
2002-11-22,2670.87,0,0,2002
2002-11-21,2682.37,2713.3,2651.8,2002
2002-11-20,2685.13,2715,2655.6,2002
2002-11-19,2692.89,2725.9,2660.3,2002
2002-11-18,2718.16,0,0,2002
2002-11-15,2721.23,2752.7,2690.1,2002
2002-11-14,2721.49,2754.9,2688.5,2002
2002-11-13,2740.69,0,0,2002
2002-11-12,2742.89,2776.4,2709.8,2002
2002-11-11,2755.56,2788.2,2723.3,2002
2002-11-08,2773.06,0,0,2002
2002-11-07,2773.06,0,0,2002
2002-11-06,2780.45,2814.1,2747.2,2002
2002-11-05,2781.57,2812.6,2750.9,2002
2002-11-04,2780.65,0,0,2002
2002-11-01,2775.73,2809,2742.8,2002
2002-10-31,2779.92,2812.2,2748,2002
2002-10-30,2775.58,2808.6,2743,2002
2002-10-29,2755.29,2787.6,2723.3,2002
2002-10-28,2750.83,0,0,2002
2002-10-25,2745.44,2778.9,2712.3,2002
2002-10-24,2753.1,2784,2722.5,2002
2002-10-23,2785.55,0,0,2002
2002-10-22,2825.43,0,0,2002
2002-10-21,2852.31,2884.4,2820.5,2002
2002-10-18,2855.85,0,0,2002
2002-10-17,2864.65,2899.7,2830,2002
2002-10-16,2867.16,0,0,2002
2002-10-15,2861.33,2894.4,2828.7,2002
2002-10-14,2862.81,0,0,2002
2002-10-11,2843.26,0,0,2002
2002-10-10,2846.85,2879.8,2814.3,2002
2002-10-09,2867.17,2902.1,2832.7,2002
2002-10-08,2876.02,0,0,2002
2002-10-07,2876.02,2911.9,2840.6,2002
2002-10-04,2880.31,0,0,2002
2002-10-03,2880.31,2915.5,2845.5,2002
2002-10-02,2864.61,2898.1,2831.5,2002
2002-10-01,2829.82,2861.2,2798.8,2002
2002-09-30,2824.54,0,0,2002
2002-09-27,2812.13,2844.9,2779.8,2002
2002-09-26,2807.02,2839.9,2774.5,2002
2002-09-25,2789.57,0,0,2002
2002-09-24,2787.28,0,0,2002
2002-09-23,2793.59,2827,2760.6,2002
2002-09-20,2767.84,0,0,2002
2002-09-19,2767.84,2800.9,2735.2,2002
2002-09-18,2759.5,0,0,2002
2002-09-17,2742.86,2776.6,2709.5,2002
2002-09-16,2731.78,0,0,2002
2002-09-13,2717.9,2751.2,2685,2002
2002-09-12,2711.47,2742.2,2681.1,2002
2002-09-11,2710.06,0,0,2002
2002-09-10,2710.06,2740.5,2679.9,2002
2002-09-09,2705.82,0,0,2002
2002-09-06,2689.41,2722.4,2656.8,2002
2002-09-05,2680.68,0,0,2002
2002-09-04,2684.26,2717.5,2651.5,2002
2002-09-03,2707.45,0,0,2002
2002-09-02,2713.81,2747.6,2680.4,2002
2002-08-30,2692.69,0,0,2002
2002-08-29,2676.96,0,0,2002
2002-08-28,2664.09,0,0,2002
2002-08-27,2642.01,2671.9,2612.5,2002
2002-08-26,2642.39,2672.5,2612.7,2002
2002-08-23,2636.11,2668.3,2604.3,2002
2002-08-22,2629.32,0,0,2002
2002-08-21,2643.54,0,0,2002
2002-08-20,2644.16,2674.9,2613.8,2002
2002-08-19,2645.45,0,0,2002
2002-08-16,2643.45,2675.6,2611.7,2002
2002-08-15,2627.47,2659.5,2595.8,2002
2002-08-14,2579.5,0,0,2002
2002-08-13,2574.18,0,0,2002
2002-08-12,2632.1,0,0,2002
2002-08-09,2671.42,2704,2639.3,2002
2002-08-08,2667.95,0,0,2002
2002-08-07,2656.72,2687.6,2626.2,2002
2002-08-06,2642.45,2671.6,2613.7,2002
2002-08-05,2637.61,0,0,2002
2002-08-02,2635.58,0,0,2002
2002-08-01,2629.24,2658.3,2600.4,2002
2002-07-31,2605.81,2636.7,2575.3,2002
2002-07-30,2585.69,2616.8,2554.9,2002
2002-07-29,2547.68,0,0,2002
2002-07-26,2547.68,0,0,2002
2002-07-25,2547.68,2576.7,2519,2002
2002-07-24,2522.72,2551.3,2494.5,2002
2002-07-23,2524.33,2553,2496,2002
2002-07-22,2531.24,0,0,2002
2002-07-19,2527.35,2557.1,2497.9,2002
2002-07-18,2512.99,2543.1,2483.3,2002
2002-07-17,2502.01,0,0,2002
2002-07-16,2507,0,0,2002
2002-07-15,2507.5,2536.7,2478.6,2002
2002-07-12,2488.24,2516.9,2459.9,2002
2002-07-11,2457.3,2486.7,2428.2,2002
2002-07-10,2434.77,0,0,2002
2002-07-09,2434.77,0,0,2002
2002-07-08,2431.08,2460.8,2401.7,2002
2002-07-05,2423.74,0,0,2002
2002-07-04,2410.84,2438.2,2383.8,2002
2002-07-03,2401.73,2430,2373.8,2002
2002-07-02,2401.33,0,0,2002
2002-07-01,2399.11,0,0,2002
2002-06-28,2392.3,2420.2,2364.7,2002
2002-06-27,2386.25,2414.2,2358.6,2002
2002-06-26,2383.02,0,0,2002
2002-06-25,2382.5,0,0,2002
2002-06-24,2387.79,2415.9,2360,2002
2002-06-21,2394.03,2423,2365.4,2002
2002-06-20,2384.91,0,0,2002
2002-06-19,2375.62,2404.5,2347,2002
2002-06-18,2367.22,0,0,2002
2002-06-17,2357.65,2384.7,2330.9,2002
2002-06-14,2347.68,2374.8,2320.8,2002
2002-06-13,2341.52,0,0,2002
2002-06-12,2338.49,0,0,2002
2002-06-11,2337.04,2366,2308.4,2002
2002-06-10,2333.7,2359.4,2308.2,2002
2002-06-07,2329.01,0,0,2002
2002-06-06,2321.85,2348.4,2295.6,2002
2002-06-05,2314.39,2340.8,2288.3,2002
2002-06-04,2319.34,0,0,2002
2002-06-03,2321.05,2350,2292.5,2002
2002-05-31,2316.73,2343.3,2290.5,2002
2002-05-30,2312.87,0,0,2002
2002-05-29,2312.87,2341.4,2284.7,2002
2002-05-28,2327.45,2356.4,2298.8,2002
2002-05-27,2342.38,0,0,2002
2002-05-24,2346.6,0,0,2002
2002-05-23,2359.66,2386.6,2333,2002
2002-05-22,2343.78,2370.2,2317.6,2002
2002-05-21,2313.33,0,0,2002
2002-05-20,2313.33,2339.9,2287.1,2002
2002-05-17,2298.57,2324.3,2273.1,2002
2002-05-16,2293.22,0,0,2002
2002-05-15,2291.49,2319,2264.3,2002
2002-05-14,2292.12,2317.6,2266.9,2002
2002-05-13,2285.32,2311.1,2259.8,2002
2002-05-10,2279.23,0,0,2002
2002-05-09,2279.23,2306.5,2252.2,2002
2002-05-08,2289.88,0,0,2002
2002-05-07,2287.88,0,0,2002
2002-05-06,2280.84,0,0,2002
2002-05-03,2277.41,0,0,2002
2002-05-02,2273.31,0,0,2002
2002-05-01,2273.31,0,0,2002
2002-04-30,2270.14,0,0,2002
2002-04-29,2268.25,2294,2242.7,2002
2002-04-26,2266.96,2293.8,2240.4,2002
2002-04-25,2262.53,0,0,2002
2002-04-24,2260.92,0,0,2002
2002-04-23,2262.44,2287.6,2237.5,2002
2002-04-22,2259.67,2286.2,2233.5,2002
2002-04-19,2258.75,0,0,2002
2002-04-18,2264.66,2291.7,2237.9,2002
2002-04-17,2266.42,2294.2,2239,2002
2002-04-16,2268.11,2293.8,2242.7,2002
2002-04-15,2262.29,0,0,2002
2002-04-12,2255.98,0,0,2002
2002-04-11,2255.98,0,0,2002
2002-04-10,2255.98,0,0,2002
2002-04-09,2264.42,2290.2,2238.9,2002
2002-04-08,2269.72,0,0,2002
2002-04-05,2262.35,0,0,2002
2002-04-04,2254.47,0,0,2002
2002-04-03,2263.03,2288.9,2237.5,2002
2002-04-02,2267.7,0,0,2002
2002-04-01,2267.7,0,0,2002
2002-03-29,2267.7,0,0,2002
2002-03-28,2264.08,2291.1,2237.4,2002
2002-03-27,2271.87,2297.2,2246.8,2002
2002-03-26,2276.11,2301.6,2250.9,2002
2002-03-25,2285.1,0,0,2002
2002-03-22,2283.92,2312.4,2255.8,2002
2002-03-21,2277.59,0,0,2002
2002-03-20,2281.92,0,0,2002
2002-03-19,2282.01,0,0,2002
2002-03-18,2273.26,2299,2247.8,2002
2002-03-15,2274.24,2301.8,2247,2002
2002-03-14,2272.63,0,0,2002
2002-03-13,2271.91,0,0,2002
2002-03-12,2281.57,2307,2256.4,2002
2002-03-11,2287.12,0,0,2002
2002-03-08,2293.79,0,0,2002
2002-03-07,2292.93,2321.3,2264.9,2002
2002-03-06,2294.34,0,0,2002
2002-03-05,2300.19,2328.7,2272,2002
2002-03-04,2305.34,0,0,2002
2002-03-01,2311.76,2339.9,2283.9,2002
2002-02-28,2312.95,0,0,2002
2002-02-27,2311.21,2338.1,2284.6,2002
2002-02-26,2311.46,2337.3,2285.9,2002
2002-02-25,2303.61,0,0,2002
2002-02-22,2289.21,0,0,2002
2002-02-21,2284.23,0,0,2002
2002-02-20,2285.59,0,0,2002
2002-02-19,2293.28,2320,2266.8,2002
2002-02-18,2309.93,2338.6,2281.6,2002
2002-02-15,2313.36,0,0,2002
2002-02-14,2301.98,2329.5,2274.8,2002
2002-02-13,2287.01,0,0,2002
2002-02-12,2272.49,0,0,2002
2002-02-11,2265.54,2293.3,2238.1,2002
2002-02-08,2259.31,2284.3,2234.6,2002
2002-02-07,2262.64,2290.1,2235.5,2002
2002-02-06,2265.11,2292.1,2238.4,2002
2002-02-05,2265.25,0,0,2002
2002-02-04,2265.51,2292.3,2239,2002
2002-02-01,2268.66,2293.9,2243.7,2002
2002-01-31,2262.03,0,0,2002
2002-01-30,2262.03,2288.2,2236.2,2002
2002-01-29,2252.67,2278.2,2227.4,2002
2002-01-28,2247.37,2272.6,2222.4,2002
2002-01-25,2244.71,2270.8,2218.9,2002
2002-01-24,2248.18,2274.7,2222,2002
2002-01-23,2260.32,2285.5,2235.4,2002
2002-01-22,2268.71,0,0,2002
2002-01-21,2271.09,0,0,2002
2002-01-18,2272.2,2298.8,2245.9,2002
2002-01-17,2283.3,0,0,2002
2002-01-16,2292.94,2318.8,2267.3,2002
2002-01-15,2298.4,2325.5,2271.6,2002
2002-01-14,2309.67,0,0,2002
2002-01-11,2313.71,2340.2,2287.5,2002
2002-01-10,2306.68,2333.2,2280.5,2002
2002-01-09,2300.79,2327,2274.8,2002
2002-01-08,2298.9,2325,2273.1,2002
2002-01-07,2290.39,0,0,2002
2002-01-04,2280.02,0,0,2002
2002-01-03,2275.13,2300.4,2250.2,2002
2002-01-02,2281.34,2306.8,2256.2,2002
2002-01-01,2297.64,0,0,2002
2001-12-31,2297.64,0,0,2001
2001-12-28,2304.41,0,0,2001
2001-12-27,2305.58,0,0,2001
2001-12-26,2305.58,0,0,2001
2001-12-25,2305.58,0,0,2001
2001-12-24,2305.58,2332.7,2278.7,2001
2001-12-21,2308.43,0,0,2001
2001-12-20,2305.48,2331.3,2280,2001
2001-12-19,2308.07,0,0,2001
2001-12-18,2317.34,2343.6,2291.4,2001
2001-12-17,2316.35,2344.4,2288.7,2001
2001-12-14,2309.56,0,0,2001
2001-12-13,2308.58,0,0,2001
2001-12-12,2308.79,2335.5,2282.4,2001
2001-12-11,2314.21,2342.1,2286.6,2001
2001-12-10,2313.46,2339.9,2287.3,2001
2001-12-07,2314.4,0,0,2001
2001-12-06,2313.6,2339.1,2288.4,2001
2001-12-05,2305.91,2332.7,2279.5,2001
2001-12-04,2302.89,0,0,2001
2001-12-03,2308.84,2336,2282,2001
2001-11-30,2310.1,0,0,2001
2001-11-29,2311.77,2337.4,2286.4,2001
2001-11-28,2312.86,0,0,2001
2001-11-27,2315.64,2343.9,2287.8,2001
2001-11-26,2317.26,0,0,2001
2001-11-23,2318.64,2344.8,2292.8,2001
2001-11-22,2318.21,0,0,2001
2001-11-21,2312.29,2340.3,2284.6,2001
2001-11-20,2312.82,0,0,2001
2001-11-19,2312.18,2340.6,2284.1,2001
2001-11-16,2303.97,0,0,2001
2001-11-15,2302.99,2329.7,2276.6,2001
2001-11-14,2308.75,0,0,2001
2001-11-13,2328.87,2357.9,2300.2,2001
2001-11-12,2351.32,0,0,2001
2001-11-09,2308.24,2335.5,2281.3,2001
2001-11-08,2309.31,2336.5,2282.4,2001
2001-11-07,2310.63,2338.7,2282.8,2001
2001-11-06,2310.87,0,0,2001
2001-11-05,2310.09,0,0,2001
2001-11-02,2308.9,0,0,2001
2001-11-01,2309.11,0,0,2001
2001-10-31,2310.95,2337.7,2284.5,2001
2001-10-30,2314.21,2340.4,2288.3,2001
2001-10-29,2317.89,2344.5,2291.6,2001
2001-10-26,2319.71,2347.4,2292.3,2001
2001-10-25,2317.2,2345,2289.8,2001
2001-10-24,2313.61,2340,2287.5,2001
2001-10-23,2314.9,0,0,2001
2001-10-22,2311.89,0,0,2001
2001-10-19,2300.95,2329.5,2272.8,2001
2001-10-18,2301.84,0,0,2001
2001-10-17,2312.75,0,0,2001
2001-10-16,2312.69,2339.6,2286.1,2001
2001-10-15,2313.18,2338.7,2287.9,2001
2001-10-12,2320.14,2346.3,2294.3,2001
2001-10-11,2329.11,2356.4,2302.1,2001
2001-10-10,2329.8,2358.4,2301.6,2001
2001-10-09,2329.1,2358.2,2300.4,2001
2001-10-08,2335.2,2362.1,2308.6,2001
2001-10-05,2334.16,0,0,2001
2001-10-04,2334.16,0,0,2001
2001-10-03,2334.16,0,0,2001
2001-10-02,2333.31,0,0,2001
2001-10-01,2329.74,2357.7,2302.1,2001
2001-09-28,2328.03,0,0,2001
2001-09-27,2328.51,2356.6,2300.7,2001
2001-09-26,2333.98,2361.1,2307.2,2001
2001-09-25,2343.57,0,0,2001
2001-09-24,2343.57,0,0,2001
2001-09-21,2343.57,0,0,2001
2001-09-20,2340.8,0,0,2001
2001-09-19,2340.1,0,0,2001
2001-09-18,2340.1,2367.6,2312.9,2001
2001-09-17,2338.99,2365.1,2313.2,2001
2001-09-14,2338.29,0,0,2001
2001-09-13,2338.25,0,0,2001
2001-09-12,2338.25,2366.3,2310.5,2001
2001-09-11,2324.01,2351.9,2296.4,2001
2001-09-10,2320.62,0,0,2001
2001-09-07,2319.01,0,0,2001
2001-09-06,2311.78,2338.6,2285.2,2001
2001-09-05,2306.71,2333.6,2280.2,2001
2001-09-04,2305.27,0,0,2001
2001-09-03,2300.94,2328.6,2273.6,2001
2001-08-31,2300.1,2327.6,2272.9,2001
2001-08-30,2300.33,0,0,2001
2001-08-29,2294.45,2319.9,2269.3,2001
2001-08-28,2284.59,0,0,2001
2001-08-27,2278.52,2304.7,2252.6,2001
2001-08-24,2276.61,0,0,2001
2001-08-23,2281.79,0,0,2001
2001-08-22,2284.96,2313.2,2257.1,2001
2001-08-21,2285.33,2310.8,2260.1,2001
2001-08-20,2285.53,0,0,2001
2001-08-17,2289.08,0,0,2001
2001-08-16,2291.05,2317.5,2264.9,2001
2001-08-15,2286.55,0,0,2001
2001-08-14,2284.57,0,0,2001
2001-08-13,2289.11,0,0,2001
2001-08-10,2291.95,0,0,2001
2001-08-09,2291.74,2317,2266.7,2001
2001-08-08,2291.2,2319.6,2263.1,2001
2001-08-07,2293.45,2318.8,2268.4,2001
2001-08-06,2296.1,2322.9,2269.7,2001
2001-08-03,2298.9,2326.7,2271.5,2001
2001-08-02,2296.98,2325.5,2268.8,2001
2001-08-01,2291.78,2320.2,2263.7,2001
2001-07-31,2297.78,2324.2,2271.7,2001
2001-07-30,2304.36,0,0,2001
2001-07-27,2302.89,2331,2275.1,2001
2001-07-26,2300.32,0,0,2001
2001-07-25,2301.69,2329.6,2274.1,2001
2001-07-24,2302.37,2328.5,2276.5,2001
2001-07-23,2304.29,0,0,2001
2001-07-20,2302.58,0,0,2001
2001-07-19,2300.59,2327.5,2274,2001
2001-07-18,2300.48,2328.5,2272.8,2001
2001-07-17,2302.74,0,0,2001
2001-07-16,2315.99,0,0,2001
2001-07-13,2327.28,2353.2,2301.6,2001
2001-07-12,2315.52,0,0,2001
2001-07-11,2306.36,0,0,2001
2001-07-10,2306.65,2332.4,2281.2,2001
2001-07-09,2305.53,0,0,2001
2001-07-06,2304.82,0,0,2001
2001-07-05,2304.67,0,0,2001
2001-07-04,2302.92,0,0,2001
2001-07-03,2300.81,0,0,2001
2001-07-02,2300.18,2325.7,2274.9,2001
2001-06-29,2304.28,2330.6,2278.2,2001
2001-06-28,2306.64,0,0,2001
2001-06-27,2301.89,2327.2,2276.8,2001
2001-06-26,2298,0,0,2001
2001-06-25,2298,2326.4,2269.9,2001
2001-06-22,2299.64,2325.1,2274.4,2001
2001-06-21,2300.23,0,0,2001
2001-06-20,2302.57,2330.1,2275.3,2001
2001-06-19,2307.84,2335.1,2280.9,2001
2001-06-18,2303.78,2329.4,2278.4,2001
2001-06-15,2299.88,0,0,2001
2001-06-14,2303.56,0,0,2001
2001-06-13,2308.04,0,0,2001
2001-06-12,2311.66,2337.9,2285.8,2001
2001-06-11,2303.41,2329.6,2277.5,2001
2001-06-08,2303.51,2331.8,2275.6,2001
2001-06-07,2307.71,2335.7,2280.1,2001
2001-06-06,2301.49,0,0,2001
2001-06-05,2301.31,0,0,2001
2001-06-04,2313.28,2340.2,2286.7,2001
2001-06-01,2322.59,2350.2,2295.3,2001
2001-05-31,2325.6,2354.4,2297.1,2001
2001-05-30,2332.52,0,0,2001
2001-05-29,2332.62,0,0,2001
2001-05-28,2332.62,0,0,2001
2001-05-25,2311.15,0,0,2001
2001-05-24,2303.69,0,0,2001
2001-05-23,2318.65,2346,2291.6,2001
2001-05-22,2327.52,2355.9,2299.5,2001
2001-05-21,2342.58,2370.7,2314.8,2001
2001-05-18,2376.32,0,0,2001
2001-05-17,2380.43,0,0,2001
2001-05-16,2377.17,2406.7,2348,2001
2001-05-15,2373.5,2402.4,2345,2001
2001-05-14,2366.82,2395.7,2338.3,2001
2001-05-11,2362.05,2389.8,2334.6,2001
2001-05-10,2358.86,0,0,2001
2001-05-09,2360.65,2390.1,2331.6,2001
2001-05-08,2358.93,2388.4,2329.8,2001
2001-05-07,2354.92,0,0,2001
2001-05-04,2350.36,2378,2323,2001
2001-05-03,2345.75,0,0,2001
2001-05-02,2342.82,0,0,2001
2001-05-01,2342.82,2370.3,2315.6,2001
2001-04-30,2345.59,2374.1,2317.5,2001
2001-04-27,2348.8,2377.7,2320.3,2001
2001-04-26,2342.7,2368.6,2317.1,2001
2001-04-25,2339.59,2365.9,2313.6,2001
2001-04-24,2335.93,2363.4,2308.7,2001
2001-04-23,2329.98,2358.3,2302,2001
2001-04-20,2326.48,0,0,2001
2001-04-19,2318.53,2347.5,2289.9,2001
2001-04-18,2317.43,0,0,2001
2001-04-17,2320.11,0,0,2001
2001-04-16,2313.71,0,0,2001
2001-04-13,2313.71,0,0,2001
2001-04-12,2313.71,2340.6,2287.1,2001
2001-04-11,2310.72,2336.8,2284.9,2001
2001-04-10,2311.19,2340,2282.7,2001
2001-04-09,2315.59,2344.2,2287.3,2001
2001-04-06,2317.15,0,0,2001
2001-04-05,2315.63,0,0,2001
2001-04-04,2310.91,0,0,2001
2001-04-03,2307.47,2335.6,2279.7,2001
2001-04-02,2309.42,2337,2282.2,2001
2001-03-30,2307.89,0,0,2001
2001-03-29,2306.42,2333.2,2279.9,2001
2001-03-28,2299.79,2326.6,2273.3,2001
2001-03-27,2295.62,2321.7,2269.9,2001
2001-03-26,2296.58,0,0,2001
2001-03-23,2293.15,0,0,2001
2001-03-22,2286.39,0,0,2001
2001-03-21,2281.77,0,0,2001
2001-03-20,2283.72,2310.3,2257.5,2001
2001-03-19,2284.37,0,0,2001
2001-03-16,2283.58,2308.9,2258.5,2001
2001-03-15,2279.81,2307.5,2252.4,2001
2001-03-14,2278.37,2303.9,2253.1,2001
2001-03-13,2274.98,2300.3,2249.9,2001
2001-03-12,2266.48,0,0,2001
2001-03-09,2263.23,2288.6,2238.1,2001
2001-03-08,2262.95,2290.5,2235.7,2001
2001-03-07,2261.24,2287.2,2235.5,2001
2001-03-06,2263.53,0,0,2001
2001-03-05,2267.98,2293.7,2242.6,2001
2001-03-02,2265.1,2292.3,2238.2,2001
2001-03-01,2262.24,2289.8,2235,2001
2001-02-28,2259.54,2287.4,2232,2001
2001-02-27,2257.89,2283,2233,2001
2001-02-26,2256.4,0,0,2001
2001-02-23,2254.5,0,0,2001
2001-02-22,2252.17,0,0,2001
2001-02-21,2251.25,2276.4,2226.4,2001
2001-02-20,2245.92,2270.9,2221.2,2001
2001-02-19,2241.32,2267.8,2215.2,2001
2001-02-16,2241.56,2266.8,2216.7,2001
2001-02-15,2240.65,2268.2,2213.4,2001
2001-02-14,2236.3,0,0,2001
2001-02-13,2234.47,2259.8,2209.5,2001
2001-02-12,2238.22,2265,2211.8,2001
2001-02-09,2245.03,2271.1,2219.2,2001
2001-02-08,2242.04,2269,2215.4,2001
2001-02-07,2237.88,2265.2,2210.9,2001
2001-02-06,2237.73,0,0,2001
2001-02-05,2240.94,2266.2,2216,2001
