#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"175" 13600 15176 13221.0003632 0.8711782 13 "Bolívar" "Rio Viejo" 3012 0.873838 2632.000056 0.4790837 1443.0001044 0.2151394 647.9998728 0.3940903 1186.9999836 0.2758964 830.9999568 0.0464807 139.9998684 0.6613546 1992.0000552 0.9963479 3000.9998748 0.4455511 1341.9999132 0.0428287 129.0000444 0.3864542 1164.0000504 0.4624834 1393.0000008 0.6125498 1844.9999976 0.2108234 635.0000808 0.440571 1326.999852 "(8.5891039, -73.8374954)" 8.5891039 -73.8374954 "(0.786,1]"
"176" 13620 6575 5699.0002575 0.8667681 13 "Bolívar" "San Cristobal" 1401 0.847252 1187.000052 0.3390435 474.9999435 0.0749465 105.0000465 0.3683084 516.0000684 0.1877231 263.0000631 0.0185582 26.0000382 0.8194147 1147.9999947 0.9928622 1390.9999422 0.4296931 602.0000331 0.0364026 51.0000426 0.1120628 156.9999828 0.7416131 1038.9999531 0.1106353 155.0000553 0.0028551 3.9999951 0.3925767 549.9999567 "(9.8779987, -75.24997979999999)" 9.8779987 -75.2499798 "(0.786,1]"
"177" 13647 15269 12401.8421484 0.8122236 13 "Bolívar" "San Estanislao" 3149.278 0.8039293 2531.7968580454 0.3889589 1224.9397066742 0.0629215 198.157295677 0.3052621 961.3552157638 0.2276721 717.0027357438 0.012825 40.38949035 0.7323918 2306.5053831204 0.9723679 3062.2568353762 0.436989 1376.199843942 0.0701852 221.0327062856 0.138211 435.264861658 0.8079951 2544.6011925378 0.1711726 539.0701033828 0.03682 115.95641596 0.4218397 1328.4904867366 "(10.4, -75.14999999999999)" 10.4 -75.15 "(0.786,1]"
"178" 13650 12630 11638.99968 0.921536 13 "Bolívar" "San Fernando" 2576 0.9274068 2388.9999168 0.5920031 1524.9999856 0.1350932 348.0000832 0.3408385 877.999976 0.2663043 685.9998768 0.0093168 24.0000768 0.8462733 2180.0000208 0.9957298 2564.9999648 0.7802795 2009.999992 0.0450311 116.0001136 0.5151398 1327.0001248 0.5205745 1340.999912 0.6556677 1688.9999952 0.0295031 75.9999856 0.3812112 982.0000512 "(9.207972, -74.316361)" 9.207972 -74.316361 "(0.786,1]"
"179" 13654 21172 17340.4121204 0.8190257 13 "Bolívar" "San Jacinto" 4633 0.8253646 3823.9141918 0.4561348 2113.2725284 0.0671067 310.9053411 0.3529401 1635.1714833 0.126224 584.795792 0.0330583 153.1591039 0.5246638 2430.7673854 0.9917754 4594.8954282 0.2793009 1294.0010697 0.0630066 291.9095778 0.9820585 4549.8770305 0.9758529 4521.1264857 0.3248725 1505.1342925 0.0280493 129.9524069 0.3997382 1851.9870806 "(9.8316667, -75.1263889)" 9.8316667 -75.1263889 "(0.786,1]"
"180" 13655 7123 6512.9998137 0.9143619 13 "Bolívar" "San Jacinto Del Cauca" 1664 0.8834135 1470.000064 0.4609375 767 0.1262019 209.9999616 0.4092548 680.9999872 0.2566106 427.0000384 0.0324519 53.9999616 0.7139423 1187.9999872 0.9957933 1657.0000512 0.390024 648.999936 0.0757212 126.0000768 0.9723558 1618.0000512 0.8635817 1436.9999488 0.7427885 1236.000064 0.311899 518.999936 0.3389423 563.9999872 "(8.25, -74.7167)" 8.25 -74.7167 "(0.786,1]"
"181" 13657 32194 26793.1635346 0.8322409 13 "Bolívar" "San Juan Nepomuceno" 7314 0.7913753 5788.1189442 0.4671745 3416.914293 0.1097209 802.4986626 0.3245707 2373.9100998 0.1648261 1205.5380954 0.0426378 311.8528692 0.579922 4241.549508 0.9945351 7274.0297214 0.4492526 3285.8335164 0.0565454 413.5730556 0.7008761 5126.2077954 0.8305627 6074.7355878 0.25806 1887.45084 0.0368985 269.875629 0.3103659 2270.0161926 "(9.95, -75.08333329999999)" 9.95 -75.0833333 "(0.786,1]"
"182" 13667 14365 12637.9549465 0.8797741 13 "Bolívar" "San Martín De Loba" 2791 0.8556591 2388.1445481 0.4630046 1292.2458386 0.1926816 537.7743456 0.4366526 1218.6974066 0.3218377 898.2490207 0.0369842 103.2229022 0.7539579 2104.2964989 0.9916872 2767.7989752 0.4999311 1395.3077001 0.0698456 194.9390696 0.5618106 1568.0133846 0.5867536 1637.6292976 0.5440825 1518.5342575 0.24352 679.66432 0.4716227 1316.2989557 "(8.937593, -74.03510299999999)" 8.937593 -74.035103 "(0.786,1]"
"183" 13670 27096 22769.3134296 0.8403201 13 "Bolívar" "San Pablo" 6580 0.9046286 5952.456188 0.4411879 2903.016382 0.1936957 1274.517706 0.3943556 2594.859848 0.2455375 1615.63675 0.0725743 477.538894 0.533093 3507.75194 0.9908709 6519.930522 0.3729316 2453.889928 0.1191794 784.200452 0.2510222 1651.726076 0.5497716 3617.497128 0.5136127 3379.571566 0.3607068 2373.450744 0.3175169 2089.261202 "(7.482500000000001, -73.925)" 7.4825 -73.925 "(0.786,1]"
"184" 13673 11996 9509.6262676 0.7927331 13 "Bolívar" "Santa Catalina" 2615 0.7892036 2063.767414 0.3262361 853.1074015 0.1318553 344.8016095 0.4463688 1167.254412 0.1738439 454.6017985 0.0253505 66.2915575 0.5724872 1497.054028 0.9426411 2465.0064765 0.3734667 976.6154205 0.1142223 298.6913145 0.6348141 1660.0388715 0.6173794 1614.447131 0.1454628 380.385222 0.0851037 222.5461755 0.3070063 802.8214745 "(10.60702, -75.288918)" 10.60702 -75.288918 "(0.786,1]"
"185" 13683 18359 16337.1912583 0.8898737 13 "Bolívar" "Santa Rosa del Norte" 3890 0.8658006 3367.964334 0.3482331 1354.626759 0.1791029 696.710281 0.4280568 1665.140952 0.2885203 1122.343967 0.0539551 209.885339 0.5526301 2149.731089 0.9867749 3838.554361 0.3896377 1515.690653 0.0858363 333.903207 0.9667279 3760.571531 0.8986823 3495.874147 0.485415 1888.26435 0.3285477 1278.050553 0.3314158 1289.207462 "(3.4467559, -76.5336495)" 3.4467559 -76.5336495 "(0.786,1]"
"186" 13688 26869 20497.5862728 0.7628712 13 "Bolívar" "Santa Rosa Del Sur" 6264 0.8845217 5540.6439288 0.3011243 1886.2426152 0.1648629 1032.7012056 0.3981031 2493.7178184 0.232984 1459.411776 0.0942376 590.3043264 0.4609517 2887.4014488 0.9877354 6187.1745456 0.3488378 2185.1199792 0.0931408 583.4339712 0.4284097 2683.5583608 0.4049535 2536.628724 0.3354125 2101.0239 0.023084 144.598176 0.2321318 1454.0735952 "(7.966666699999998, -74.05)" 7.9666667 -74.05 "(0.571,0.786]"
"187" 13744 18116 14812.0002968 0.8176198 13 "Bolívar" "Simití" 3938 0.8679533 3418.0000954 0.345353 1360.000114 0.1767395 696.000151 0.3839512 1511.9998256 0.2651092 1044.0000296 0.0662773 261.0000074 0.5512951 2171.0001038 0.9812087 3863.9998606 0.3885221 1530.0000298 0.1323007 521.0001566 0.460132 1811.999816 0.7562214 2977.9998732 0.4611478 1816.0000364 0.075419 297.000022 0.357034 1405.999892 "(7.926149, -73.9707789)" 7.926149 -73.9707789 "(0.786,1]"
"188" 13760 8303 5528.1814059 0.6658053 13 "Bolívar" "Soplaviento" 2060 0.6399883 1318.375898 0.1576701 324.800406 0.1501273 309.262238 0.2146899 442.261194 0.1333249 274.649294 0.0079754 16.429324 0.8193293 1687.818358 0.9802141 2019.241046 0.121951 251.21906 0.0389952 80.330112 0.1587677 327.061462 0.9965389 2052.870134 0.2426936 499.948816 0.0068423 14.095138 0.3360083 692.177098 "(10.3333333, -75.1)" 10.3333333 -75.1 "(0.571,0.786]"
"189" 13780 10967 8804.000524 0.802772 13 "Bolívar" "Talaigua Nuevo" 2160 0.8125 1755 0.4453704 962.000064 0.099537 214.99992 0.4217593 911.000088 0.2101852 454.000032 0.0481481 103.999896 0.6791667 1467.000072 0.9953704 2150.000064 0.2666667 576.000072 0.0361111 77.999976 0.2726852 589.000032 0.6152778 1329.000048 0.4560185 984.99996 0.0453704 98.000064 0.4444444 959.999904 "(9.306939999999999, -74.5686)" 9.30694 -74.5686 "(0.786,1]"
"190" 13810 18669 17729.9997063 0.9497027 13 "Bolívar" "Tiquisio" 3515 0.9305832 3270.999948 0.5322902 1871.000053 0.2517781 885.0000215 0.5246088 1843.999932 0.4378378 1538.999867 0.0495021 173.9998815 0.7465149 2623.9998735 0.9937411 3492.9999665 0.5931721 2084.9999315 0.0859175 302.0000125 0.5786629 2034.0000935 0.8967283 3151.9999745 0.8019915 2819.0001225 0.4065434 1429.000051 0.5248933 1844.9999495 "(8.5592089, -74.2634159)" 8.5592089 -74.2634159 "(0.786,1]"
"191" 13836 63246 39829.3455888 0.6297528 13 "Bolívar" "Turbaco" 13922 0.626678 8724.611116 0.2480987 3454.0301014 0.062404 868.788488 0.2946805 4102.541921 0.1234227 1718.2908294 0.0185559 258.3352398 0.5721113 7964.9335186 0.899635 12524.71847 0.2178501 3032.9090922 0.0176037 245.0787114 0.5181979 7214.3511638 0.8528011 11872.6969142 0.0760014 1058.0914908 0.0516544 719.1325568 0.2937356 4089.3870232 "(10.33056, -75.412239)" 10.33056 -75.412239 "(0.571,0.786]"
"192" 13838 13507 10898.730765 0.806895 13 "Bolívar" "Turbaná" 2514 0.7588049 1907.6355186 0.2961937 744.6309618 0.0980391 246.4702974 0.3673093 923.4155802 0.1699708 427.3065912 0.0074699 18.7793286 0.8434019 2120.3123766 0.9741293 2448.9610602 0.5188868 1304.4814152 0.0293546 73.7974644 0.3621758 910.5099612 0.5917867 1487.7517638 0.116767 293.552238 0.0923868 232.2604152 0.5500216 1382.7543024 "(10.27557, -75.43686699999999)" 10.27557 -75.436867 "(0.786,1]"
"193" 13873 17599 15870.8538757 0.9018043 13 "Bolívar" "Villanueva" 3615 0.8646493 3125.7072195 0.5051123 1825.9809645 0.1383505 500.1370575 0.4101424 1482.664776 0.2525634 913.016691 0.0207633 75.0593295 0.6334932 2290.077918 0.9921903 3586.7679345 0.4388657 1586.4995055 0.0274684 99.298266 0.7523856 2719.873944 0.9176811 3317.4171765 0.3298264 1192.322436 0.3289258 1189.066767 0.4174358 1509.030417 "(10.44865, -75.27237699999999)" 10.44865 -75.272377 "(0.786,1]"
"194" 13894 10202 8657.7763104 0.8486352 13 "Bolívar" "Zambrano" 2258 0.8469377 1912.3853266 0.4404357 994.5038106 0.12026 271.54708 0.3901053 880.8577674 0.2150097 485.4919026 0.0322038 72.7161804 0.5951869 1343.9320202 0.9491556 2143.1933448 0.5201852 1174.5781816 0.0830156 187.4492248 0.1066833 240.8908914 0.9810346 2215.1761268 0.2688225 607.001205 0.1154075 260.590135 0.4667951 1054.0233358 "(9.75, -74.83333329999999)" 9.75 -74.8333333 "(0.786,1]"
"195" 15001 150494 48418.1185826 0.3217279 15 "Boyacá" "Tunja" 42449 0.3883265 16484.0715985 0.1120801 4757.6881649 0.0441464 1873.9705336 0.2677843 11367.1757507 0.1034545 4391.5400705 0.0301246 1278.7591454 0.4133524 17546.3960276 0.8198932 34803.6464468 0.2763622 11731.2990278 0.0596713 2532.9870137 0.0314028 1333.0174572 0.0420044 1783.0447756 0.0123351 523.6126599 0.0051398 218.1793702 0.1271211 5396.1635739 "(5.5333333, -73.3666667)" 5.5333333 -73.3666667 "(0.142,0.357]"
"196" 15022 2168 1417.0000304 0.6535978 15 "Boyacá" "Almeida" 752 0.8856383 666.0000016 0.2646277 199.0000304 0.0744681 56.0000112 0.2194149 165.0000048 0.0890957 66.9999664 0.0465426 35.0000352 0.6183511 465.0000272 0.9667553 726.9999856 0.0558511 42.0000272 0.0478723 35.9999696 0.4574468 343.9999936 0.1888298 142.0000096 0.3297872 247.9999744 0.0119681 9.0000112 0.0944149 71.0000048 "(4.9666667, -73.38333329999999)" 4.9666667 -73.3833333 "(0.571,0.786]"
"197" 15047 16084 10772.0000476 0.6697339 15 "Boyacá" "Aquitania" 4394 0.9073737 3987.0000378 0.2769686 1217.0000284 0.1117433 491.0000602 0.276741 1215.999954 0.1445152 634.9997888 0.088985 391.00009 0.4824761 2119.9999834 0.9895312 4348.0000928 0.0930815 409.000111 0.10264 451.00016 0.5184342 2277.9998748 0.4062358 1785.0001052 0.1599909 703.0000146 0.0029586 13.0000884 0.2273555 999.000067 "(5.516667, -72.8833329)" 5.516667 -72.8833329 "(0.571,0.786]"
"198" 15051 5079 3169.9999494 0.6241386 15 "Boyacá" "Arcabuco" 1354 0.8220089 1113.0000506 0.2119645 286.999933 0.1144756 154.9999624 0.2629247 356.0000438 0.1115214 150.9999756 0.077548 104.999992 0.528065 715.00001 0.978582 1325.000028 0.189808 257.000032 0.0760709 102.9999986 0.3301329 446.9999466 0.3005908 406.9999432 0.1292467 175.0000318 0.0007386 1.0000644 0.2053176 278.0000304 "(5.75, -73.4333333)" 5.75 -73.4333333 "(0.571,0.786]"
"199" 15087 8446 4749.9999944 0.5623964 15 "Boyacá" "Belén" 2328 0.8187285 1905.999948 0.2233677 520.0000056 0.0652921 152.0000088 0.2310997 538.0001016 0.112543 262.000104 0.0408076 95.0000928 0.5468213 1272.9999864 0.9415808 2192.0001024 0.1993127 463.9999656 0.0541237 125.9999736 0.1868557 435.0000696 0.1606529 373.9999512 0.1520619 354.0001032 0.0008591 1.9999848 0.213488 497.000064 "(5.9834139, -72.8751786)" 5.9834139 -72.8751786 "(0.357,0.571]"
"200" 15090 1805 1078.9999395 0.5977839 15 "Boyacá" "Berbeo" 555 0.8306306 460.999983 0.2756757 153.0000135 0.0432432 23.999976 0.2378378 131.999979 0.0684685 38.0000175 0.0378378 20.999979 0.5675676 315.000018 0.954955 530.000025 0.045045 24.999975 0.0522523 29.0000265 0.2342342 129.999981 0.2162162 119.999991 0.172973 96.000015 0.0198198 10.999989 0.1153153 63.9999915 "(5.2266667, -73.1266667)" 5.2266667 -73.1266667 "(0.571,0.786]"
"201" 15092 2382 1918.999941 0.8056255 15 "Boyacá" "Betéitiva" 541 0.935305 506.000005 0.3659889 197.9999949 0.064695 34.999995 0.3585952 194.0000032 0.1571165 85.0000265 0.0240296 13.0000136 0.7486137 405.0000117 0.9685767 523.9999947 0.0831793 45.0000013 0.103512 55.999992 0.4288355 232.0000055 0.5951941 322.0000081 0.4214418 228.0000138 0 0 0.3049908 165.0000228 "(5.9166667, -72.8166667)" 5.9166667 -72.8166667 "(0.786,1]"
"202" 15097 6431 4393.0000225 0.6830975 15 "Boyacá" "Boavita" 1798 0.8320356 1496.0000088 0.2931034 526.9999132 0.0700779 126.0000642 0.2463849 443.0000502 0.0951057 171.0000486 0.0428254 77.0000692 0.6112347 1098.9999906 0.9588432 1724.0000736 0.0828699 149.0000802 0.0556174 100.0000852 0.6256952 1124.9999696 0.243604 437.999992 0.3765295 677.000041 0.0066741 12.0000318 0.243604 437.999992 "(6.3333333, -72.58333329999999)" 6.3333333 -72.5833333 "(0.571,0.786]"
"203" 15104 4947 4215.2422335 0.8520805 15 "Boyacá" "Boyacá" 1370 0.9692837 1327.918669 0.4245814 581.676518 0.1182109 161.948933 0.3300475 452.165075 0.1481419 202.954403 0.0561299 76.897963 0.6479145 887.642865 0.9879776 1353.529312 0.3348498 458.744226 0.1362449 186.655513 0.3158233 432.677921 0.4931069 675.556453 0.3837383 525.721471 0.0007299 0.999963 0.1753248 240.194976 "(5.45, -73.35)" 5.45 -73.35 "(0.786,1]"
"204" 15106 2653 1912.0001208 0.7206936 15 "Boyacá" "Briceño" 673 0.9182764 618.0000172 0.2852897 191.9999681 0.1545319 103.9999687 0.3120357 210.0000261 0.1812779 122.0000267 0.1114413 74.9999949 0.4323923 291.0000179 0.9836553 662.0000169 0.2511144 168.9999912 0.1263001 84.9999673 0.448737 302.000001 0.2347697 158.0000081 0.0460624 30.9999952 0.0118871 8.0000183 0.1738484 116.9999732 "(5.690399999999999, -73.92967999999999)" 5.6904 -73.92968 "(0.571,0.786]"
"205" 15109 5759 4309.9998942 0.7483938 15 "Boyacá" "Buenavista" 1555 0.9311897 1447.9999835 0.3434084 534.000062 0.1536977 238.9999235 0.2932476 456.000018 0.1517685 236.0000175 0.0578778 89.999979 0.5646302 877.999961 0.9858521 1533.0000155 0.0855305 132.9999275 0.0340836 52.999998 0.6347267 987.0000185 0.4045016 628.999988 0.162701 253.000055 0.007717 11.999935 0.1421222 221.000021 "(5.516667, -73.966667)" 5.516667 -73.966667 "(0.571,0.786]"
"206" 15114 866 566.0000202 0.6535797 15 "Boyacá" "Busbanzá" 214 0.8224299 175.9999986 0.2803738 59.9999932 0.1028037 21.9999918 0.3084112 65.9999968 0.1074766 22.9999924 0.0186916 4.0000024 0.5981308 127.9999912 0.9345794 199.9999916 0.1635514 34.9999996 0.0186916 4.0000024 0.2056075 44.000005 0.1542056 32.9999984 0.4065421 87.0000094 0 0 0.2943925 62.999995 "(5.8461984, -72.86927109999999)" 5.8461984 -72.8692711 "(0.571,0.786]"
"207" 15131 3888 2866.9999248 0.7373971 15 "Boyacá" "Caldas" 1014 0.9250493 937.9999902 0.2938856 297.9999984 0.086785 87.99999 0.2435897 246.9999558 0.15286 155.00004 0.0384615 38.999961 0.6883629 697.9999806 0.9842209 997.9999926 0.1489152 151.0000128 0.0483235 49.000029 0.4753452 482.0000328 0.4033531 409.0000434 0.17357 175.99998 0.004931 5.000034 0.1627219 165.0000066 "(5.566667, -73.8833329)" 5.566667 -73.8833329 "(0.571,0.786]"
"208" 15135 3866 3041.9999868 0.7868598 15 "Boyacá" "Campohermoso" 1115 0.8816143 982.9999445 0.2950673 329.0000395 0.1452915 162.0000225 0.3004484 334.999966 0.1470852 163.999998 0.0843049 93.9999635 0.490583 547.000045 0.9578475 1067.9999625 0.3309417 368.9999955 0.1318386 147.000039 0.6026906 672.000019 0.3210762 357.999963 0.2699552 301.000048 0.0179372 19.999978 0.1246637 139.0000255 "(5.031766999999999, -73.103493)" 5.031767 -73.103493 "(0.786,1]"
"209" 15162 4164 2628.3118032 0.6311988 15 "Boyacá" "Cerinza" 1142 0.8585961 980.5167462 0.2074054 236.8569668 0.0354124 40.4409608 0.2744218 313.3896956 0.1179644 134.7153448 0.0254796 29.0977032 0.7214611 823.9085762 0.9601813 1096.5270446 0.2012851 229.8675842 0.0926495 105.805729 0.2003833 228.8377286 0.1931084 220.5297928 0.157474 179.835308 0 0 0.1485511 169.6453562 "(5.949999999999999, -72.95)" 5.95 -72.95 "(0.571,0.786]"
"210" 15172 3635 2340.9999775 0.6440165 15 "Boyacá" "Chinavita" 1149 0.870322 999.999978 0.2741514 314.9999586 0.0966057 110.9999493 0.229765 263.999985 0.0826806 95.0000094 0.0330722 37.9999578 0.5369887 617.0000163 0.9660574 1109.9999526 0.2088773 240.0000177 0.0809399 92.9999451 0.259356 298.000044 0.2654482 304.9999818 0.2280244 262.0000356 0.0017406 1.9999494 0.1401218 160.9999482 "(5.1666667, -73.3672222)" 5.1666667 -73.3672222 "(0.571,0.786]"
"211" 15176 52784 24689.6790512 0.4677493 15 "Boyacá" "Chiquinquirá" 13911 0.6412824 8920.8794664 0.1354522 1884.2755542 0.0730474 1016.1623814 0.2993124 4163.7347964 0.1909796 2656.7172156 0.0277225 385.6476975 0.4613816 6418.2794376 0.9116475 12681.9283725 0.2740395 3812.1634845 0.0569927 792.8254497 0.0684511 952.2232521 0.0449869 625.8127659 0.0231762 322.4041182 0.010546 146.705406 0.1735357 2414.0551227 "(5.616906999999999, -73.816521)" 5.616907 -73.816521 "(0.357,0.571]"
"212" 15180 5144 4030.9999216 0.7836314 15 "Boyacá" "Chiscas" 1332 0.8978979 1196.0000028 0.3160661 421.0000452 0.0848348 112.9999536 0.246997 329.000004 0.1253754 167.0000328 0.0510511 68.0000652 0.6043544 805.0000608 0.9744745 1298.000034 0.2725225 362.99997 0.0563063 74.9999916 0.3558559 474.0000588 0.3588589 478.0000548 0.5412913 721.0000116 0.0075075 9.99999 0.3528529 470.0000628 "(6.722144800000001, -72.37846789999999)" 6.7221448 -72.3784679 "(0.571,0.786]"
"213" 15183 10303 8680.9997403 0.8425701 15 "Boyacá" "Chita" 2539 0.9035053 2293.9999567 0.3847972 977.0000908 0.1563608 397.0000712 0.3217802 816.9999278 0.1697519 431.0000741 0.046475 118.000025 0.7396613 1878.0000407 0.9929106 2521.0000134 0.1532099 388.9999361 0.1303663 331.0000357 0.5242221 1330.9999119 0.4269397 1083.9998983 0.7136668 1812.0000052 0.0059078 14.9999042 0.4080347 1036.0001033 "(6.1666667, -72.4166667)" 6.1666667 -72.4166667 "(0.786,1]"
"214" 15185 6499 5307.999759 0.816741 15 "Boyacá" "Chitaraque" 1573 0.9116338 1433.9999674 0.3483789 548.0000097 0.1703751 268.0000323 0.3305785 519.9999805 0.1837254 289.0000542 0.1226955 193.0000215 0.4844247 762.0000531 0.9752066 1533.9999818 0.3617292 569.0000316 0.0775588 121.9999924 0.5530833 870.0000309 0.5015893 788.9999689 0.3019708 475.0000684 0.0076287 11.9999451 0.1640178 257.9999994 "(6.0012158, -73.4415929)" 6.0012158 -73.4415929 "(0.786,1]"
"215" 15187 4977 4242.6023409 0.8524417 15 "Boyacá" "Chivatá" 1124 0.8998342 1011.4136408 0.4169858 468.6920392 0.0832693 93.5946932 0.2905716 326.6024784 0.1890038 212.4402712 0.0458458 51.5306792 0.654718 735.903032 0.9830969 1105.0009156 0.5447947 612.3492428 0.0383934 43.1541816 0.2439079 274.1524796 0.3503983 393.8476892 0.245875 276.3635 0.0045986 5.1688264 0.3267923 367.3145452 "(5.561084, -73.28273)" 5.561084 -73.28273 "(0.786,1]"
"216" 15189 5096 4075.0000928 0.7996468 15 "Boyacá" "Ciénega" 1350 0.9051852 1222.00002 0.2607407 351.999945 0.1496296 201.99996 0.2733333 368.999955 0.1355556 183.00006 0.0977778 132.00003 0.5162963 697.000005 0.957037 1291.99995 0.4185185 564.999975 0.2237037 301.999995 0.2474074 333.99999 0.6237037 841.999995 0.1451852 196.00002 0 0 0.1703704 230.00004 "(5.399999999999999, -73.3)" 5.4 -73.3 "(0.786,1]"
"217" 15204 9842 6834.6794642 0.6944401 15 "Boyacá" "Cómbita" 2454 0.8343267 2047.4377218 0.1934499 474.7260546 0.0800341 196.4036814 0.3568626 875.7408204 0.1607157 394.3963278 0.0342097 83.9506038 0.6534109 1603.4703486 0.9546959 2342.8237386 0.1450343 355.9141722 0.0982407 241.0826778 0.302287 741.812298 0.5539684 1359.4384536 0.1415142 347.2758468 0.0004075 1.000005 0.2013708 494.1639432 "(5.633332999999999, -73.316667)" 5.633333 -73.316667 "(0.571,0.786]"
"218" 15212 4046 3125.9998854 0.7726149 15 "Boyacá" "Coper" 1097 0.9152233 1003.9999601 0.3691887 405.0000039 0.1759344 193.0000368 0.3509572 385.0000484 0.1330902 145.9999494 0.1075661 118.0000117 0.4749316 520.9999652 0.9690064 1063.0000208 0.0820419 89.9999643 0.0701914 76.9999658 0.6700091 734.9999827 0.4020055 441.0000335 0.1157703 127.0000191 0.0209663 23.0000311 0.1540565 168.9999805 "(5.475121, -74.0443109)" 5.475121 -74.0443109 "(0.571,0.786]"
"219" 15215 2476 1146.0000108 0.4628433 15 "Boyacá" "Corrales" 676 0.7899408 533.9999808 0.1656805 112.000018 0.0399408 26.9999808 0.3150888 213.0000288 0.1508876 102.0000176 0.0325444 22.0000144 0.4600592 311.0000192 0.8653846 584.9999896 0.0931953 63.0000228 0.0488166 33.0000216 0.1686391 114.0000316 0.1952663 132.0000188 0.1538462 104.0000312 0.0014793 1.0000068 0.2130178 144.0000328 "(5.830871999999999, -72.816391)" 5.830872 -72.816391 "(0.357,0.571]"
"220" 15218 3169 2682.0001222 0.8463238 15 "Boyacá" "Covarachía" 833 0.9051621 754.0000293 0.4333733 360.9999589 0.1092437 91.0000021 0.3121248 259.9999584 0.1668667 138.9999611 0.0720288 59.9999904 0.547419 456.000027 0.967587 805.999971 0.2821128 234.9999624 0.1776711 148.0000263 0.7058824 588.0000392 0.6038415 502.9999695 0.6914766 576.0000078 0.0072029 6.0000157 0.3277311 273.0000063 "(6.5, -72.75)" 6.5 -72.75 "(0.786,1]"
"221" 15223 6374 5022.0000242 0.7878883 15 "Boyacá" "Cubara" 1391 0.8274623 1151.0000593 0.4485981 623.9999571 0.2890007 401.9999737 0.4428469 616.0000379 0.3306973 459.9999443 0.0474479 66.0000289 0.6700216 932.0000456 0.9726815 1352.9999665 0.457225 635.999975 0.2530554 352.0000614 0.4061826 564.9999966 0.4284687 595.9999617 0.3745507 521.0000237 0.3263839 454.0000049 0.4097771 569.9999461 "(7.0333333, -72.0666667)" 7.0333333 -72.0666667 "(0.786,1]"
"222" 15224 4473 3340.9087488 0.7469056 15 "Boyacá" "Cucaita" 1042 0.8919876 929.4510792 0.2687777 280.0663634 0.1748784 182.2232928 0.4194803 437.0984726 0.2317414 241.4745388 0.0903245 94.118129 0.5306083 552.8938486 0.9786015 1019.702763 0.3023261 315.0237962 0.0738931 76.9966102 0.1652856 172.2275952 0.5072037 528.5062554 0.182607 190.276494 0.0019194 2.0000148 0.2918484 304.1060328 "(5.5333333, -73.45)" 5.5333333 -73.45 "(0.571,0.786]"
