# HYG-Database modificada para el curso Herramientas Computacionales en UniAndes
# + Info en http://www.astronexus.com/hyg

# BEGIN of field descriptions
# id: The database primary key.
# hip: The star's ID in the Hipparcos catalog, if known.
# hd: The star's ID in the Henry Draper catalog, if known.
# hr: The star's ID in the Harvard Revised catalog, which is the same as its number in the Yale Bright Star Catalog.
# gl: The star's ID in the third edition of the Gliese Catalog of Nearby Stars.
# bf: The Bayer / Flamsteed designation, primarily from the Fifth Edition of the Yale Bright Star Catalog. This is a combination of the two designations. The Flamsteed number, if present, is given first; then a three-letter abbreviation for the Bayer Greek letter; the Bayer superscript number, if present; and finally, the three-letter constellation abbreviation. Thus Alpha Andromedae has the field value "21Alp And", and Kappa1 Sculptoris (no Flamsteed number) has "Kap1Scl".
# ra, dec: The star's right ascension and declination, for epoch and equinox 2000.0.
# proper: A common name for the star, such as "Barnard's Star" or "Sirius". I have taken these names primarily from the Hipparcos project's web site, which lists representative names for the 150 brightest stars and many of the 150 closest stars. I have added a few names to this list. Most of the additions are designations from catalogs mostly now forgotten (e.g., Lalande, Groombridge, and Gould ["G."]) except for certain nearby stars which are still best known by these designations.
# dist: The star's distance in light years. A value >= 32620000 indicates missing or dubious (e.g., negative) parallax data in Hipparcos.
# pmra, pmdec: The star's proper motion in right ascension and declination, in milliarcseconds per year.
# rv: The star's radial velocity in km/sec, where known.
# mag: The star's apparent visual magnitude.
# absmag: The star's absolute visual magnitude (its apparent magnitude from a distance of 10 parsecs).
# spect: The star's spectral type, if known.
# ci: The star's color index (blue magnitude - visual magnitude), where known.
# x,y,z: The Cartesian coordinates of the star, in a system based on the equatorial coordinates as seen from Earth. +X is in the direction of the vernal equinox (at epoch 2000), +Z towards the north celestial pole, and +Y in the direction of R.A. 6 hours, declination 0 degrees.
# vx,vy,vz: The Cartesian velocity components of the star, in the same coordinate system described immediately above. They are determined from the proper motion and the radial velocity (when known). The velocity unit is parsecs per year; these are small values (around 1 millionth of a parsec per year), but they enormously simplify calculations using parsecs as base units for celestial mapping.
# rarad, decrad, pmrarad, prdecrad: The positions in radians, and proper motions in radians per year.
# bayer: The Bayer designation as a distinct value
# flam: The Flamsteed number as a distinct value
# con: The standard constellation abbreviation
# comp, comp_primary, base: Identifies a star in a multiple star system. comp = ID of companion star, comp_primary = ID of primary star for this component, and base = catalog ID or name for this multi-star system. Currently only used for Gliese stars.
# lum: Star's luminosity as a multiple of Solar luminosity.
# var: Star's standard variable star designation, when known.
# var_min, var_max: Star's approximate magnitude range, for variables. This value is based on the Hp magnitudes for the range in the original Hipparcos catalog, adjusted to the V magnitude scale to match the "mag" field.
# END of field descriptions

id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
80545,80789,,,,,,16.495900,30.694770,283.652,-180.91,112.61,0.0,10.240,5.543,G2,0.578,-28.688906,-69.051193,44.388199,-0.00006113,0.00005164,0.00004082,4.318616635581241,0.5357247930509937,-0.0000008770764294930555,0.000000545948685,,,,1,80545,,0.5282019497699968,,10.289,10.179
86348,86615,,,,,,17.699240,-44.021102,230.205,-50.65,110.59,0.0,9.830,5.587,G2,0.345,-3.991668,-50.589669,-49.041846,-0.00001934,-0.00002485,0.00002721,4.63365012336637,-0.7683131706398212,-0.0000002455581292013889,0.000000536155449,,,,1,86348,,0.5072242398926513,,,
90443,90725,,,,,,18.510113,-31.414308,2764.41,-0.32,-0.41,0.0,9.810,0.169,G2,0.768,96.299577,-716.797982,-441.714194,-0.00000142,0.00000070,-0.00000144,4.845936231425217,-0.54828310539269,-0.0000000015514037777777778,-0.000000001987736,,,,1,90443,,74.54182133789905,,,
91360,91643,,,,,,18.688801,-31.443466,540.962,1.81,-0.68,0.0,10.120,4.022,G2,0.378,25.375646,-139.190955,-86.510294,0.00000138,0.00000054,-0.00000047,4.892716720782366,-0.5487920118464137,0.000000008775127618055556,-0.000000003296733,,,,1,91360,,2.143877665973506,,,
92295,92585,,,,,,18.866012,-32.641692,247.121,-18.66,-91.68,0.0,9.660,5.263,G2,0.911,14.339519,-62.159919,-40.862411,-0.00001076,0.00001616,-0.00002835,4.939110416420463,-0.5697049951753426,-0.00000009046623279166667,-0.000000444477182,,,,1,92295,,0.6835967668381044,,,
92485,92775,,,,,,18.904707,42.983438,1599.02,38.92,254.22,0.0,9.960,1.508,G2,0.644,84.144158,-348.591631,334.209293,-0.00000674,0.00042207,0.00044194,4.9492407980329896,0.7502025223167076,0.00000018868948447222226,0.000001232493338,,,,1,92485,,21.717008433479915,,,
93586,93882,,,,,,19.118798,-35.603688,349.251,-44.48,-26.31,0.0,9.460,4.312,G2,0.682,25.134462,-83.344272,-62.331414,-0.00002440,0.00000095,-0.00001110,5.005289591105155,-0.6214015821016913,-0.0000002156451251111111,-0.000000127554479,,,,1,93586,,1.6413454667021399,,,
94495,94791,,,,,,19.287079,-29.919838,583.542,16.76,-8.86,0.0,10.070,3.807,G2,0.529,51.261766,-146.329904,-89.228609,0.00001245,0.00000842,-0.00000666,5.049345537979262,-0.522199680851805,0.00000008125477286111111,-0.000000042954492,,,,1,94495,,2.613364576189024,,,
94832,95127,,,,,,19.352031,-31.397333,326200,-19.89,-16.98,0.0,10.760,-9.240,G2,,29586.254070,-80065.955090,-52096.990372,-0.01053077,0.00068036,-0.00702614,5.066349880242391,-0.5479868413119174,-0.00000009642944106250001,-0.000000082321362,,,Sgr,1,94832,,432513.8310350088,V3955,11.402,10.052
95601,95900,,,,,,19.503437,-30.888369,701.505,7.94,-7.34,0.0,9.970,3.307,G2,0.990,70.778621,-170.440679,-110.401535,0.00000614,0.00000680,-0.00000657,5.105987995824305,-0.539103734371585,0.00000003849420623611111,-0.000000035585324,,,,1,95601,,4.141903726221008,,10.025,9.915
96383,96690,,,,,,19.657188,-30.168578,329.163,-4.25,0.20,0.0,10.170,5.150,G2,0.730,36.672989,-79.157761,-50.711000,-0.00000187,-0.00000092,0.00000008,5.146239668709912,-0.5265410105157639,-0.00000002060458142361111,0.000000000969627,,,,1,96383,,0.7585775750291832,,10.229,10.119
97130,97439,,,,,,19.804296,43.126935,326200,-1.05,-2.87,0.0,9.160,-10.840,G2,0.810,33207.208170,-64991.998821,68361.695523,-0.00002052,-0.00107856,-0.00101542,5.184752648457743,0.75270701825117,-0.000000005090543645833334,-0.000000013914152,,,Cyg,1,97130,,1887991.3490962926,V1154,9.349,8.959
97219,97529,,,,,,19.822195,-33.704165,1896.51,20.32,5.42,0.0,9.690,0.868,G2,1.150,222.082445,-429.670566,-322.619106,0.00005477,0.00001877,0.00001271,5.189438616998724,-0.5882486580771162,0.00000009851413988888889,0.000000026276901,,,,1,97219,,39.15615148396117,,,
99975,100299,,,,,,20.342229,-33.313493,326200,1.27,5.05,0.0,10.320,-9.680,G2,1.184,48091.809214,-68342.927670,-54921.963948,0.00127726,-0.00074528,0.00204582,5.32558298887492,-0.5814301457729625,0.0000000061571337430555555,0.00000002448309,,,,1,99975,,648634.4335482388,,,
100062,100388,,,,,,20.358617,-32.404632,637.109,63.44,-57.70,0.0,9.850,3.396,G2,0.607,95.474466,-134.448569,-104.667003,0.00003202,0.00005865,-0.00004612,5.32987340320074,-0.5655675247030638,0.0000003075657989444444,-0.000000279737493,,,,1,100062,,3.815926491189337,,,
100516,100842,,,,,,20.446508,-31.349056,1102.03,16.54,3.80,0.0,10.020,2.376,G2,0.501,172.416083,-231.333947,-175.760287,0.00002365,0.00001359,0.00000531,5.3528832156465995,-0.5471442527994588,0.00000008018818276388888,0.000000018422919,,,,1,100516,,9.763375665826418,,,
100950,101276,,,,,,20.528481,-31.374993,326200,-2.68,-14.19,0.0,10.380,-9.620,G2,0.532,52478.324249,-67345.349762,-52063.704723,-0.00322614,0.00202643,-0.00587306,5.3743438373111925,-0.5475969319567837,-0.000000012993006638888889,-0.000000068795061,,,,1,100950,,613762.0051647945,,10.437,10.337
101129,101455,,,,,,20.561881,-32.051536,326200,-5.97,1.68,0.0,10.230,-9.770,G2,0.816,52679.399386,-66397.655880,-53068.184198,-0.00199857,-0.00213735,0.00069028,5.383087972745454,-0.5594048287323963,-0.000000028943376729166665,0.000000008144869,,,,1,101129,,704693.0689671467,,10.292,10.182
101134,101459,,,,,,20.562595,-33.223736,275.74,75.90,-30.64,0.0,9.940,5.305,G2,0.656,43.961058,-55.387638,-46.315311,0.00002008,0.00002472,-0.00001050,5.383274783768856,-0.5798635887854713,0.0000003679735835416667,-0.000000148546911,,,,1,101134,,0.6576578373554204,,,
101977,102308,,,,,,20.729276,-36.576718,332.179,45.29,44.93,0.0,10.200,5.161,G2,0.649,53.585625,-61.775548,-60.682143,0.00002555,0.00000467,0.00001781,5.426911824256015,-0.6383841650156225,0.0000002195721159236111,0.000000217826786,,,,1,101977,,0.7509309424540646,,10.262,10.152
102316,102647,,,,,,20.799853,-32.292983,728.125,-15.47,-26.60,0.0,9.960,3.216,G2,0.657,126.252268,-140.228223,-119.251977,-0.00002273,0.00000023,-0.00002433,5.445388825744082,-0.5636188724038412,-0.00000007500067638194444,-0.000000128960439,,,,1,102316,,4.504016781680872,,,
102522,102853,,,,,,20.836860,3.652321,326200,-3.69,-7.68,0.0,9.210,-10.790,G2,0.580,67489.703311,-73515.717226,6370.185846,-0.00115734,-0.00138443,-0.00371548,5.455077088465783,0.0637450202052125,-0.000000017889624812500002,-0.00000003723369,,,Del,1,102522,,1803017.74085957,TX,9.58,8.93
103133,103465,,,,,,20.961980,-32.799868,552.881,14.27,-16.67,0.0,10.070,3.924,G2,0.596,99.733183,-101.738579,-91.814609,0.00000318,0.00001351,-0.00001151,5.487833624350482,-0.57246568916135,0.00000006918291221527778,-0.00000008081844,,,,1,103133,,2.346388924464131,,,
103190,103522,,,,,,20.973024,-40.993432,426.405,7.01,-47.91,0.0,7.700,2.118,G2,0.350,69.272040,-70.257454,-85.748071,-0.00001082,0.00001730,-0.00002292,5.490724767372591,-0.7154703623995475,0.000000033985439006944446,-0.000000232274234,,,,1,103190,,12.382262309589933,,,
105145,105485,,,,,,21.365201,37.459201,428.084,-1.42,-3.29,0.0,11.820,6.230,G2,,80.355846,-66.292040,79.815795,0.00000041,-0.00000151,-0.00000166,5.5933966267619,0.6537863884342625,-0.000000006884354263888888,-0.00000001595037,,,Cyg,1,105145,,0.2805433637951711,MZ,12.46,10.97
105396,105737,,,,,,21.416471,-37.264275,445.628,1.08,-64.02,0.0,10.370,4.693,G2,0.772,84.787747,-68.056518,-82.717512,-0.00001957,0.00001663,-0.00003374,5.606818870814894,-0.6503842848050325,0.00000000523598775,-0.000000310377718,,,,1,105396,,1.1555799554021289,,,
107531,107875,,,,,,21.856550,-33.141451,849.479,10.24,-34.59,0.0,9.860,2.782,G2,0.691,184.612755,-116.039829,-142.371859,-0.00001333,0.00002365,-0.00003656,5.722031415393057,-0.578427435349205,0.000000049644920888888895,-0.000000167697052,,,,1,107531,,6.717381285473807,,,
107594,107937,,,,,,21.867610,-35.367484,813.466,58.74,-0.87,0.0,10.180,3.196,G2,0.695,172.482123,-107.719439,-144.343787,0.00003710,0.00006055,-0.00000086,5.7249269008211146,-0.6172790459064412,0.0000002847795559583333,-0.000000004217879,,,,1,107594,,4.587752705471356,,,
107682,108025,,,,,,21.884629,-33.775406,403.214,80.36,-74.77,0.0,9.980,4.520,G2,0.696,87.389515,-54.037195,-68.719269,0.00000414,0.00005406,-0.00003724,5.729382540967395,-0.589492033832895,0.00000038959627369444444,-0.000000362495188,,,,1,107682,,1.3551894123510362,,,
108975,109321,,,,,,22.147797,-31.757961,491.265,21.54,-38.68,0.0,10.310,4.421,G2,0.836,113.291878,-59.689163,-79.266873,-0.00000582,0.00002084,-0.00002401,5.798279740752585,-0.5542809808518963,0.00000010442886679166667,-0.000000187525931,,,,1,108975,,1.4845676750522714,,,
108980,109326,,,,,,22.148801,-32.600562,326200,-25.70,20.45,0.0,10.660,-9.340,G2,0.687,74543.204822,-39248.973897,-53877.905147,-0.00107822,-0.01351235,0.00835166,5.798542580775236,-0.5689871484865263,-0.00000012459711590277778,0.000000099144397,,,,1,108980,,474241.9852602448,,10.734,10.594
109227,109573,,,,,,22.197179,-29.968406,265.852,99.08,-60.88,0.0,10.700,6.144,G2,0.874,62.884232,-32.099577,-40.710873,0.00000710,0.00004033,-0.00002084,5.811207995092203,-0.52304734760247,0.0000004803533946944444,-0.000000295154568,,,,1,109227,,0.30366867884657833,,10.775,10.655
109933,110279,,,,,,22.337987,-33.892847,555.707,-6.89,-43.39,0.0,10.650,4.493,G2,0.434,128.234540,-59.606654,-94.998576,-0.00002052,0.00000326,-0.00002974,5.8480713727179525,-0.5915417726557313,-0.00000003340366259027777,-0.000000210360655,,,,1,109933,,1.3893126817367547,,,
110943,111290,,,,,,22.545233,-30.401091,1199.26,1.57,-2.79,0.0,10.630,2.803,G2,0.944,294.375947,-117.870169,-186.047885,-0.00000130,0.00000353,-0.00000429,5.902328167601279,-0.5305991363551338,0.000000007611574784722221,-0.000000013526301,,,,1,110943,,6.588704043340734,,10.696,10.556
111280,111631,,,,,,22.614457,-36.031635,472.754,23.92,-40.49,0.0,10.840,5.034,G2,0.649,109.575465,-41.586891,-85.250972,-0.00000968,0.00002165,-0.00002300,5.9204510997150335,-0.6288706706342663,0.00000011596743238888888,-0.000000196301059,,,,1,111280,,0.8441118555927685,,10.897,10.777
112918,113278,,,,,,22.938411,-59.524858,924.079,59.96,-16.90,0.0,10.740,3.479,G2,0.736,138.159631,-39.417602,-244.149920,0.00000336,0.00008467,-0.00001177,6.005261827574975,-1.0389047559182298,0.0000002906942828611111,-0.000000081933512,,,,1,112918,,3.5350861336199695,,10.819,10.649
113068,113428,,,,,,22.972435,-38.270562,2219.05,1.01,-27.52,0.0,10.500,1.337,G2,0.671,514.868814,-141.948716,-421.344036,-0.00005330,0.00001815,-0.00007125,6.014169527845409,-0.667947315431335,0.000000004896618173611111,-0.000000133420724,,,,1,113068,,25.421431362049386,,10.566,10.456
114072,114434,,,,,,23.175545,-33.410772,651.098,29.96,-6.35,0.0,10.540,4.039,G2,0.776,162.749580,-35.683976,-109.907722,0.00000290,0.00002904,-0.00000513,6.067343609939063,-0.5831279713745949,0.00000014525017869444445,-0.000000030785668,,,,1,114072,,2.110571162884347,,10.605,10.485
116238,116604,,,,,,23.630947,-33.817096,1489.5,-18.74,-31.23,0.0,9.610,1.312,G2,0.830,377.599813,-36.596866,-254.129472,-0.00004230,-0.00003758,-0.00005743,6.186567527026767,-0.5902196768139799,-0.00000009085408373611112,-0.000000151407312,,,,1,116238,,26.01357256653131,,,
117066,117433,,,,,,23.811392,-34.640143,635.868,23.63,-23.14,0.0,10.900,4.451,G2,0.701,160.182390,-7.915808,-110.803197,-0.00001131,0.00002292,-0.00001799,6.233807790412886,-0.6045845566264938,0.00000011456147271527777,-0.000000112185885,,,,1,117066,,1.4441090844161215,,10.962,10.832
117118,117485,,,,,,23.822632,-30.658163,667.076,-22.70,-38.40,0.0,10.230,3.677,G2,0.909,175.725497,-8.165697,-104.277093,-0.00002044,-0.00002158,-0.00003275,6.236750388038827,-0.5350858899739637,-0.0000001100527054861111,-0.000000186168453,,,,1,117118,,2.945777902339458,,10.286,10.176
117157,117524,,,,,,23.834184,-37.986541,370.261,-5.22,-275.90,0.0,9.990,4.715,G2,0.619,89.377184,-3.882363,-69.861120,-0.00009347,0.00000119,-0.00011965,6.2397746975613515,-0.66299021200826,-0.000000025307274124999998,-0.000001337600944,,,,1,117157,,1.1324003632355568,,,
117318,117686,,,,,,23.866956,-31.375894,2038.75,44.51,-69.56,0.0,9.630,0.651,G2,0.771,533.282561,-18.582059,-325.406542,-0.00010497,0.00013860,-0.00017994,6.248354397167481,-0.547612651818465,0.0000002157905692152778,-0.000000337236396,,,,1,117318,,47.81894606659081,,,
117469,117837,,,,,,23.898840,-35.564718,973.731,28.01,-12.89,0.0,10.450,3.075,G2,0.644,242.738485,-6.430047,-173.618578,-0.00000977,0.00004081,-0.00001517,6.2567016232177295,-0.6207214248092262,0.0000001357963119236111,-0.000000062492483,,,,1,117469,,5.128613839913647,,10.496,10.386
