0.0	0.0	0.0	0	0.0
0.507976406823	-0.859042583534	0.0632914669279	1	1.0
0.131275271734	-1.55167695562	0.678396239654	2	1.69857470532
0.806057120728	-0.826056693612	0.543694006432	3	1.27581382481
-0.0647577582425	-1.31370107744	0.606018973223	4	1.44819304101
-0.0720552962273	-2.3016454555	0.451381811466	5	2.34659525872
0.496404609961	-2.8506468959	1.06412217532	6	3.08301172004
-0.0851612094997	-3.6532196625	0.931238196023	7	3.77100396603
-0.723579551169	-3.10471221354	0.391273753247	8	3.21183754972
-0.59122234193	-2.87748215908	-0.573530927251	9	2.99305615683
-0.359184014527	-2.93733490246	0.397332535717	10	2.98577002286
-1.13251844084	-2.38172223469	0.0919664791691	11	2.63887412647
-0.787679927697	-3.12821210159	0.661035261011	12	3.29288904115
-1.70328318368	-3.28500464563	0.290782947364	13	3.71173596153
-1.79708107316	-3.30366742799	-0.704633375831	14	3.8262549644
-2.23195762347	-3.68631946027	-1.51977741721	15	4.56949771791
-2.0803977053	-4.58103166883	-1.93991983955	16	5.39232739612
-2.96599005578	-5.04431381483	-1.97302334356	17	6.17535585919
-2.1353821585	-5.53916174685	-1.71764901995	18	6.18000711782
-3.12909290874	-5.45708664734	-1.79382396925	19	6.54131649906
-4.09780166845	-5.64597306368	-1.95483720036	20	7.24502441885
-3.20324775502	-6.00824948557	-1.69305658589	21	7.01614557032
-3.76552614558	-6.52730793882	-1.04930093845	22	7.60828289042
-2.9877595566	-6.78526023392	-1.62248480644	23	7.58939526953
-3.70817538581	-7.17926870958	-2.19323725201	24	8.37273871203
-4.13621322782	-6.96296417477	-1.31574311868	25	8.20501736254
-4.28878491739	-7.53705187529	-2.12019646826	26	8.92726498444
-3.64992009732	-8.30604031968	-2.09764621172	27	9.31194620574
-4.47587490206	-8.63172687642	-2.55778415549	28	10.0539755716
-4.36133640415	-9.20607068531	-3.36834576431	29	10.7293404215
-5.33812471798	-9.40004056268	-3.27745970035	30	11.2959320187
-5.37402092753	-10.0560521887	-2.52356301734	31	11.6778703904
-5.81400040153	-9.55395238913	-1.7790404497	32	11.3245570264
-4.93579202761	-9.87678642503	-1.42615486309	33	11.1331428949
-4.13163485583	-9.69828930985	-1.99313812823	34	10.7284584968
-4.73370504859	-9.05036770304	-1.52654507809	35	10.3270256571
-4.72497985008	-9.65386956909	-0.729231232368	36	10.772855259
-5.28300776832	-10.3585758155	-1.16740237323	37	11.6864490889
-5.18130212959	-10.2367283126	-2.15472661029	38	11.6738744669
-4.41777475608	-10.470261126	-1.55265653548	39	11.4696924178
-5.17115086188	-9.81268801865	-1.55735245364	40	11.2006693573
-5.30266328913	-8.83442506496	-1.3970213122	41	10.3979311756
-6.15125189475	-8.81192273684	-1.92559583264	42	10.9176829732
-6.49676200955	-8.56917312558	-2.83206998384	43	11.1202187505
-7.01980092295	-7.83767861659	-2.39463875682	44	10.7907880097
-6.512091288	-8.69435229005	-2.48596861932	45	11.1435692066
-6.81648420073	-8.07989156046	-1.7581067049	46	10.7163446974
-6.68938237886	-9.04720501346	-1.97753735571	47	11.4241152462
-6.43056531557	-9.55296684836	-2.80047033847	48	11.8513281956
-6.28863606352	-9.58312689818	-1.81105310656	49	11.6044464771
-5.31192018291	-9.42519862201	-1.95625898854	50	10.9944447029
-5.74414501156	-10.3258067587	-2.001939199	51	11.984375148
-6.62333701645	-10.0891809546	-2.41549650742	52	12.3083219386
-5.63668646746	-9.94651118412	-2.33697242976	53	11.6690513413
-4.80766395844	-10.5049178091	-2.3069104823	54	11.7808644372
-4.23789204202	-9.6940185163	-2.1734852218	55	10.8008222818
-3.42656328648	-9.99784586937	-1.67405095189	56	10.700500202
-2.45577949126	-9.77877170728	-1.57614623062	57	10.2048746172
-2.68085545696	-8.81265066844	-1.70244329309	58	9.3673961671
-1.8474393475	-9.35017231943	-1.57403743962	59	9.66003873735
-1.87353118381	-10.1861970562	-1.02596640814	60	10.4077536787
-1.9785707003	-10.7958145452	-0.240260854456	61	10.9782548244
