0.139791,29.090432,2.070
0.152887,59.149780,2.280
0.220598,15.183596,2.830
0.427916,-77.254247,2.820
0.438056,-42.305981,2.400
0.675116,56.537331,2.240
0.726490,-17.986605,2.040
0.945143,60.716740,2.150
1.162194,35.620558,2.070
1.430216,60.235283,2.660
1.628556,-57.236757,0.450
1.910668,20.808035,2.640
1.979451,-61.569859,2.860
2.064984,42.329725,2.100
2.119555,23.462423,2.010
2.529750,89.264109,1.970
2.971023,-40.304672,2.880
3.037992,4.089734,2.540
3.079942,53.506440,2.910
3.136148,40.955648,2.090
3.405378,49.861180,1.790
3.791410,24.105137,2.850
3.902200,31.883635,2.840
3.964230,40.010215,2.900
3.967157,-13.508515,2.970
4.598677,16.509301,0.870
4.949894,33.166090,2.690
5.130829,-5.086446,2.780
5.242298,-8.201640,0.180
5.278150,45.997991,0.080
5.418851,6.349702,1.640
5.438198,28.607450,1.650
5.470756,-20.759441,2.810
5.533445,-0.299092,2.250
5.545504,-17.822289,2.580
5.590551,-5.909901,2.750
5.603559,-1.201920,1.690
5.627413,21.142549,2.970
5.660817,-34.074108,2.650
5.679313,-1.942572,1.740
5.795941,-9.669605,2.070
5.919529,7.407063,0.450
5.992149,44.947433,1.900
5.995351,37.212585,2.650
6.378329,-17.955918,1.980
6.382673,22.513586,2.870
6.399195,-52.695660,-0.620
6.628528,16.399252,1.930
6.752481,-16.716116,-1.440
6.832266,-50.614560,2.940
6.977097,-28.972084,1.500
7.139857,-26.393200,1.830
7.285711,-37.097470,2.710
7.401584,-29.303104,2.450
7.452512,8.289315,2.890
7.576634,31.888276,1.580
7.655033,5.224993,0.400
7.755277,28.026199,1.160
8.059737,-40.003148,2.210
8.125737,-24.304324,2.830
8.158876,-47.336588,1.750
8.375236,-59.509483,1.860
8.745059,-54.708821,1.930
9.133268,-43.432589,2.230
9.220041,-69.717208,1.670
9.284838,-59.275229,2.210
9.368562,-55.010668,2.470
9.459790,-8.658603,1.990
9.764188,23.774255,2.970
9.785036,-65.072007,2.920
10.139532,11.967207,1.360
10.332873,19.841489,2.010
10.715949,-64.394450,2.740
10.779488,-49.420255,2.690
11.030677,56.382427,2.340
11.062155,61.751033,1.810
11.235138,20.523717,2.560
11.817663,14.572060,2.140
11.897168,53.694760,2.410
12.139310,-50.722425,2.580
12.252427,-58.748928,2.790
12.263437,-17.541929,2.580
12.443311,-63.099092,0.770
12.497739,-16.515432,2.940
12.519429,-57.113212,1.590
12.573121,-23.396759,2.650
12.619739,-69.135564,2.690
12.691971,-48.959888,2.200
12.694345,-1.449375,2.740
12.795359,-59.688764,1.250
12.900472,55.959821,1.760
12.933807,38.318380,2.890
13.036278,10.959150,2.850
13.315359,-23.171512,2.990
13.343296,-36.712295,2.750
13.398747,54.925362,2.230
13.419883,-11.161322,0.980
13.664796,-53.466394,2.290
13.792354,49.313265,1.850
13.911411,18.397717,2.680
13.925667,-47.288375,2.550
14.063729,-60.373039,0.610
14.111395,-36.369954,2.060
14.261030,19.182410,-0.050
14.591786,-42.157824,2.330
14.660346,-60.838300,1.350
14.660765,-60.833976,-0.010
14.698823,-47.388200,2.300
14.749784,27.074222,2.350
14.845105,74.155505,2.070
14.847977,-16.041778,2.750
14.975537,-43.133960,2.680
15.283449,-9.382917,2.610
15.315181,-68.679545,2.870
15.578128,26.714693,2.220
15.585681,-41.166757,2.800
15.737798,6.425627,2.630
15.919083,-63.430727,2.830
15.980865,-26.114105,2.890
16.005557,-22.621710,2.290
16.090620,-19.805453,2.560
16.239094,-3.694323,2.730
16.353143,-25.592796,2.900
16.399860,61.514213,2.730
16.490128,-26.432002,1.060
16.503668,21.489613,2.780
16.598043,-28.216016,2.820
16.619316,-10.567090,2.540
16.688113,31.602726,2.810
16.811077,-69.027715,1.910
16.836080,-34.293232,2.290
17.172968,-15.724910,2.430
17.244127,14.390333,2.780
17.421665,-55.529884,2.840
17.507213,52.301387,2.790
17.512732,-37.295811,2.700
17.530695,-49.876145,2.840
17.560145,-37.103821,1.620
17.582241,12.560035,2.080
17.621980,-42.997824,1.860
17.708132,-39.029983,2.390
17.724543,4.567303,2.760
17.793078,-40.126997,2.990
17.943437,51.488895,2.240
18.096803,-30.424091,2.980
18.349900,-29.828103,2.720
18.402868,-34.384616,1.790
18.466179,-25.421700,2.820
18.615640,38.783692,0.030
18.921090,-26.296722,2.050
19.043532,-29.880105,2.600
19.090169,13.863478,2.990
19.162731,-21.023615,2.880
19.749574,45.130810,2.860
19.770994,10.613261,2.720
19.846388,8.868322,0.760
20.370473,40.256679,2.230
20.427459,-56.735090,1.940
20.690532,45.280338,1.250
20.770178,33.970256,2.480
21.309630,62.585573,2.450
21.525982,-5.571172,2.900
21.736433,9.875011,2.380
21.784011,-16.127286,2.850
22.096399,-0.319851,2.950
22.137209,-46.960975,1.730
22.308371,-60.259587,2.870
22.711115,-46.884577,2.070
22.716704,30.221245,2.930
22.960838,-29.622236,1.170
23.062901,28.082789,2.440
23.079348,15.205264,2.490
5.277926,46.000842,0.960
7.576827,31.890520,2.850
