0.005025,38.859279
0.008535,-51.893546
0.03732,46.939997
0.040905,-35.960225
0.04842,-0.360450
0.051015,-40.192392
0.05331,38.304050
0.06639,8.007234
0.074565,13.312234
0.0795,-44.290561
0.09612,42.141474
0.098085,2.675477
0.099165,-10.462385
0.09957,26.918108
0.103395,12.267128
0.112275,-16.697009
0.12543,25.844765
0.128895,59.559679
0.13275,-3.306323
0.135225,-40.690474
0.142995,-53.097713
0.158235,-66.683173
0.16293,0.222931
0.16818,-69.675965
0.173655,62.175898
0.175425,-64.465799
0.17997,-45.422739
0.181785,45.253334
0.184575,-27.907582
0.19932,23.538219
0.201405,30.395890
0.207045,36.780106
0.22041,66.848011
0.22323,-50.446459
0.230565,-30.064166
0.232305,17.867851
0.242805,-11.823739
0.260415,69.603505
0.261495,-5.835002
0.269115,-48.809876
0.277155,53.166943
0.280065,-41.887544
0.28053,-5.874348
0.29235,-0.076098
0.316035,60.355282
0.31638,19.741243
0.320475,-41.487437
0.322125,-68.371127
0.327825,70.928938
0.330195,49.981558
0.333825,-50.337373
0.34659,6.791470
0.371655,30.735785
0.372585,-62.923130
0.39018,44.675401
0.39594,-45.344759
0.396435,28.423691
0.39924,-77.065724
0.400125,72.236615
0.404235,61.222801
0.408825,14.632324
0.413955,73.611846
0.41991,62.018087
0.42345,-40.148702
0.428685,24.253113
0.432705,42.367144
0.43743,-16.531661
0.45348,36.350358
0.453765,66.306032
0.45603,-3.027504
0.466065,21.026236
0.478815,15.528542
0.480315,-37.229953
0.4848,-41.613774
0.49008,-6.014072
0.50076,-37.901878
0.5109,-2.766171
0.51885,59.940102
0.542085,27.082256
0.549585,47.577206
0.55242,49.771086
0.568035,-27.135153
0.56949,-13.407437
0.570915,-9.174928
0.573795,60.703168
0.583005,-29.720414
0.58977,11.006236
0.60069,8.956824
0.61983,8.393859
0.62376,8.485463
0.62577,47.422890
0.63501,16.256565
0.639285,18.683407
0.650355,66.098966
0.66018,66.100399
0.66696,51.472401
0.669165,28.542221
0.674385,82.973202
0.67689,42.920649
0.67968,-57.633670
0.69177,35.815467
